"id","area","edad","mujer","varon","total"
"25774","221401409","85 a 89","4","3","7"
"25775","221401409","90 a 94","2","0","2"
"25776","221401409","95 a 99","0","1","1"
"25777","221401409","100 a 104","1","0","1"
"25778","221401410","00 a 04","17","12","29"
"25779","221401410","05 a 09","16","14","30"
"25780","221401410","10 a 14","13","10","23"
"25781","221401410","15 a 19","14","6","20"
"25782","221401410","20 a 24","13","19","32"
"25783","221401410","25 a 29","25","16","41"
"25784","221401410","30 a 34","21","22","43"
"25785","221401410","35 a 39","16","27","43"
"25786","221401410","40 a 44","21","23","44"
"25787","221401410","45 a 49","17","18","35"
"25788","221401410","50 a 54","12","7","19"
"25789","221401410","55 a 59","15","6","21"
"25790","221401410","60 a 64","27","10","37"
"25791","221401410","65 a 69","17","15","32"
"25792","221401410","70 a 74","15","11","26"
"25793","221401410","75 a 79","11","5","16"
"25794","221401410","80 a 84","6","5","11"
"25795","221401410","85 a 89","2","0","2"
"25796","221401411","00 a 04","13","5","18"
"25797","221401411","05 a 09","13","9","22"
"25798","221401411","10 a 14","15","12","27"
"25799","221401411","15 a 19","13","18","31"
"25800","221401411","20 a 24","24","19","43"
"25801","221401411","25 a 29","17","14","31"
"25802","221401411","30 a 34","18","15","33"
"25803","221401411","35 a 39","27","32","59"
"25804","221401411","40 a 44","28","26","54"
"25805","221401411","45 a 49","21","14","35"
"25806","221401411","50 a 54","11","10","21"
"25807","221401411","55 a 59","16","9","25"
"25808","221401411","60 a 64","27","13","40"
"25809","221401411","65 a 69","31","18","49"
"25810","221401411","70 a 74","15","10","25"
"25811","221401411","75 a 79","11","12","23"
"25812","221401411","80 a 84","7","5","12"
"25813","221401411","85 a 89","3","1","4"
"25814","221401411","95 a 99","1","0","1"
"25815","221401412","00 a 04","19","17","36"
"25816","221401412","05 a 09","21","15","36"
"25817","221401412","10 a 14","19","8","27"
"25818","221401412","15 a 19","21","10","31"
"25819","221401412","20 a 24","30","29","59"
"25820","221401412","25 a 29","31","32","63"
"25821","221401412","30 a 34","25","27","52"
"25822","221401412","35 a 39","19","20","39"
"25823","221401412","40 a 44","24","28","52"
"25824","221401412","45 a 49","29","21","50"
"25825","221401412","50 a 54","17","15","32"
"25826","221401412","55 a 59","25","15","40"
"25827","221401412","60 a 64","19","15","34"
"25828","221401412","65 a 69","19","14","33"
"25829","221401412","70 a 74","16","10","26"
"25830","221401412","75 a 79","10","7","17"
"25831","221401412","80 a 84","1","6","7"
"25832","221401412","85 a 89","2","0","2"
"25833","221401412","90 a 94","1","0","1"
"25834","221401413","00 a 04","20","26","46"
"25835","221401413","05 a 09","33","23","56"
"25836","221401413","10 a 14","29","26","55"
"25837","221401413","15 a 19","22","21","43"
"25838","221401413","20 a 24","32","33","65"
"25839","221401413","25 a 29","31","41","72"
"25840","221401413","30 a 34","32","32","64"
"25841","221401413","35 a 39","25","32","57"
"25842","221401413","40 a 44","37","32","69"
"25843","221401413","45 a 49","19","30","49"
"25844","221401413","50 a 54","24","19","43"
"25845","221401413","55 a 59","23","12","35"
"25846","221401413","60 a 64","23","20","43"
"25847","221401413","65 a 69","25","20","45"
"25848","221401413","70 a 74","17","7","24"
"25849","221401413","75 a 79","16","7","23"
"25850","221401413","80 a 84","7","1","8"
"25851","221401413","85 a 89","5","0","5"
"25852","221401413","100 a 104","0","1","1"
"25853","221401501","00 a 04","12","21","33"
"25854","221401501","05 a 09","22","20","42"
"25855","221401501","10 a 14","33","25","58"
"25856","221401501","15 a 19","29","22","51"
"25857","221401501","20 a 24","31","45","76"
"25858","221401501","25 a 29","25","26","51"
"25859","221401501","30 a 34","35","33","68"
"25860","221401501","35 a 39","27","28","55"
"25861","221401501","40 a 44","35","28","63"
"25862","221401501","45 a 49","23","21","44"
"25863","221401501","50 a 54","19","28","47"
"25864","221401501","55 a 59","27","29","56"
"25865","221401501","60 a 64","22","18","40"
"25866","221401501","65 a 69","16","11","27"
"25867","221401501","70 a 74","31","15","46"
"25868","221401501","75 a 79","32","22","54"
"25869","221401501","80 a 84","19","4","23"
"25870","221401501","85 a 89","7","3","10"
"25871","221401501","90 a 94","3","1","4"
"25872","221401501","95 a 99","1","2","3"
"25873","221401502","00 a 04","12","19","31"
"25874","221401502","05 a 09","15","20","35"
"25875","221401502","10 a 14","19","32","51"
"25876","221401502","15 a 19","24","20","44"
"25877","221401502","20 a 24","21","26","47"
"25878","221401502","25 a 29","29","28","57"
"25879","221401502","30 a 34","30","23","53"
"25880","221401502","35 a 39","19","31","50"
"25881","221401502","40 a 44","34","27","61"
"25882","221401502","45 a 49","19","25","44"
"25883","221401502","50 a 54","24","15","39"
"25884","221401502","55 a 59","21","22","43"
"25885","221401502","60 a 64","27","9","36"
"25886","221401502","65 a 69","33","16","49"
"25887","221401502","70 a 74","24","7","31"
"25888","221401502","75 a 79","17","10","27"
"25889","221401502","80 a 84","11","0","11"
"25890","221401502","85 a 89","1","2","3"
"25891","221401502","90 a 94","2","0","2"
"25892","221401503","00 a 04","17","31","48"
"25893","221401503","05 a 09","29","25","54"
"25894","221401503","10 a 14","21","31","52"
"25895","221401503","15 a 19","28","23","51"
"25896","221401503","20 a 24","29","29","58"
"25897","221401503","25 a 29","36","33","69"
"25898","221401503","30 a 34","32","35","67"
"25899","221401503","35 a 39","47","34","81"
"25900","221401503","40 a 44","55","35","90"
"25901","221401503","45 a 49","37","24","61"
"25902","221401503","50 a 54","28","19","47"
"25903","221401503","55 a 59","26","20","46"
"25904","221401503","60 a 64","21","23","44"
"25905","221401503","65 a 69","29","16","45"
"25906","221401503","70 a 74","33","10","43"
"25907","221401503","75 a 79","25","10","35"
"25908","221401503","80 a 84","16","5","21"
"25909","221401503","85 a 89","7","1","8"
"25910","221401503","90 a 94","6","2","8"
"25911","221401503","95 a 99","1","0","1"
"25912","221401504","00 a 04","16","21","37"
"25913","221401504","05 a 09","26","16","42"
"25914","221401504","10 a 14","28","22","50"
"25915","221401504","15 a 19","15","16","31"
"25916","221401504","20 a 24","21","39","60"
"25917","221401504","25 a 29","28","20","48"
"25918","221401504","30 a 34","25","20","45"
"25919","221401504","35 a 39","29","30","59"
"25920","221401504","40 a 44","34","28","62"
"25921","221401504","45 a 49","25","23","48"
"25922","221401504","50 a 54","25","27","52"
"25923","221401504","55 a 59","25","17","42"
"25924","221401504","60 a 64","24","16","40"
"25925","221401504","65 a 69","29","23","52"
"25926","221401504","70 a 74","32","9","41"
"25927","221401504","75 a 79","14","17","31"
"25928","221401504","80 a 84","13","3","16"
"25929","221401504","85 a 89","4","2","6"
"25930","221401504","90 a 94","1","1","2"
"25931","221401504","95 a 99","0","1","1"
"25932","221401505","00 a 04","13","11","24"
"25933","221401505","05 a 09","8","14","22"
"25934","221401505","10 a 14","14","8","22"
"25935","221401505","15 a 19","10","15","25"
"25936","221401505","20 a 24","15","18","33"
"25937","221401505","25 a 29","17","12","29"
"25938","221401505","30 a 34","18","13","31"
"25939","221401505","35 a 39","22","21","43"
"25940","221401505","40 a 44","16","12","28"
"25941","221401505","45 a 49","14","13","27"
"25942","221401505","50 a 54","13","10","23"
"25943","221401505","55 a 59","10","12","22"
"25944","221401505","60 a 64","10","8","18"
"25945","221401505","65 a 69","13","6","19"
"25946","221401505","70 a 74","15","6","21"
"25947","221401505","75 a 79","10","5","15"
"25948","221401505","80 a 84","7","2","9"
"25949","221401505","85 a 89","5","2","7"
"25950","221401505","90 a 94","1","1","2"
"25951","221401506","00 a 04","11","20","31"
"25952","221401506","05 a 09","25","30","55"
"25953","221401506","10 a 14","30","25","55"
"25954","221401506","15 a 19","25","32","57"
"25955","221401506","20 a 24","33","34","67"
"25956","221401506","25 a 29","40","39","79"
"25957","221401506","30 a 34","36","32","68"
"25958","221401506","35 a 39","37","36","73"
"25959","221401506","40 a 44","55","50","105"
"25960","221401506","45 a 49","41","33","74"
"25961","221401506","50 a 54","32","28","60"
"25962","221401506","55 a 59","29","14","43"
"25963","221401506","60 a 64","24","20","44"
"25964","221401506","65 a 69","43","21","64"
"25965","221401506","70 a 74","43","21","64"
"25966","221401506","75 a 79","29","15","44"
"25967","221401506","80 a 84","19","12","31"
"25968","221401506","85 a 89","6","2","8"
"25969","221401506","90 a 94","5","0","5"
"25970","221401507","00 a 04","10","20","30"
"25971","221401507","05 a 09","19","9","28"
"25972","221401507","10 a 14","19","15","34"
"25973","221401507","15 a 19","20","19","39"
"25974","221401507","20 a 24","20","21","41"
"25975","221401507","25 a 29","19","23","42"
"25976","221401507","30 a 34","24","15","39"
"25977","221401507","35 a 39","26","23","49"
"25978","221401507","40 a 44","24","33","57"
"25979","221401507","45 a 49","28","19","47"
"25980","221401507","50 a 54","24","17","41"
"25981","221401507","55 a 59","18","11","29"
"25982","221401507","60 a 64","16","12","28"
"25983","221401507","65 a 69","23","18","41"
"25984","221401507","70 a 74","16","15","31"
"25985","221401507","75 a 79","8","5","13"
"25986","221401507","80 a 84","9","0","9"
"25987","221401507","85 a 89","3","1","4"
"25988","221401507","90 a 94","1","0","1"
"25989","221401508","00 a 04","12","12","24"
"25990","221401508","05 a 09","19","20","39"
"25991","221401508","10 a 14","20","14","34"
"25992","221401508","15 a 19","21","24","45"
"25993","221401508","20 a 24","21","24","45"
"25994","221401508","25 a 29","26","21","47"
"25995","221401508","30 a 34","16","24","40"
"25996","221401508","35 a 39","17","16","33"
"25997","221401508","40 a 44","32","38","70"
"25998","221401508","45 a 49","26","20","46"
"25999","221401508","50 a 54","16","12","28"
"26000","221401508","55 a 59","13","6","19"
"26001","221401508","60 a 64","11","8","19"
"26002","221401508","65 a 69","27","7","34"
"26003","221401508","70 a 74","17","11","28"
"26004","221401508","75 a 79","7","2","9"
"26005","221401508","80 a 84","7","2","9"
"26006","221401508","85 a 89","5","1","6"
"26007","221401508","90 a 94","1","0","1"
"26008","221401509","00 a 04","14","11","25"
"26009","221401509","05 a 09","15","14","29"
"26010","221401509","10 a 14","12","17","29"
"26011","221401509","15 a 19","26","16","42"
"26012","221401509","20 a 24","20","28","48"
"26013","221401509","25 a 29","20","20","40"
"26014","221401509","30 a 34","10","15","25"
"26015","221401509","35 a 39","22","8","30"
"26016","221401509","40 a 44","25","20","45"
"26017","221401509","45 a 49","18","18","36"
"26018","221401509","50 a 54","13","14","27"
"26019","221401509","55 a 59","16","12","28"
"26020","221401509","60 a 64","12","12","24"
"26021","221401509","65 a 69","10","5","15"
"26022","221401509","70 a 74","8","10","18"
"26023","221401509","75 a 79","11","5","16"
"26024","221401509","80 a 84","9","5","14"
"26025","221401509","85 a 89","5","1","6"
"26026","221401509","90 a 94","1","1","2"
"26027","221401510","00 a 04","12","18","30"
"26028","221401510","05 a 09","24","18","42"
"26029","221401510","10 a 14","28","19","47"
"26030","221401510","15 a 19","29","31","60"
"26031","221401510","20 a 24","37","26","63"
"26032","221401510","25 a 29","27","27","54"
"26033","221401510","30 a 34","28","31","59"
"26034","221401510","35 a 39","31","27","58"
"26035","221401510","40 a 44","27","36","63"
"26036","221401510","45 a 49","26","16","42"
"26037","221401510","50 a 54","18","19","37"
"26038","221401510","55 a 59","32","22","54"
"26039","221401510","60 a 64","39","23","62"
"26040","221401510","65 a 69","35","25","60"
"26041","221401510","70 a 74","21","11","32"
"26042","221401510","75 a 79","14","8","22"
"26043","221401510","80 a 84","14","3","17"
"26044","221401510","85 a 89","4","0","4"
"26045","221401510","90 a 94","2","0","2"
"26046","221401601","00 a 04","26","32","58"
"26047","221401601","05 a 09","32","26","58"
"26048","221401601","10 a 14","34","34","68"
"26049","221401601","15 a 19","41","33","74"
"26050","221401601","20 a 24","34","38","72"
"26051","221401601","25 a 29","36","30","66"
"26052","221401601","30 a 34","48","36","84"
"26053","221401601","35 a 39","33","24","57"
"26054","221401601","40 a 44","14","24","38"
"26055","221401601","45 a 49","22","22","44"
"26056","221401601","50 a 54","18","11","29"
"26057","221401601","55 a 59","16","19","35"
"26058","221401601","60 a 64","17","12","29"
"26059","221401601","65 a 69","11","9","20"
"26060","221401601","70 a 74","5","6","11"
"26061","221401601","75 a 79","6","2","8"
"26062","221401601","80 a 84","3","3","6"
"26063","221401601","100 a 104","0","1","1"
"26064","221401602","00 a 04","22","23","45"
"26065","221401602","05 a 09","29","36","65"
"26066","221401602","10 a 14","30","19","49"
"26067","221401602","15 a 19","33","30","63"
"26068","221401602","20 a 24","30","34","64"
"26069","221401602","25 a 29","31","31","62"
"26070","221401602","30 a 34","29","22","51"
"26071","221401602","35 a 39","29","21","50"
"26072","221401602","40 a 44","37","29","66"
"26073","221401602","45 a 49","40","32","72"
"26074","221401602","50 a 54","16","26","42"
"26075","221401602","55 a 59","18","12","30"
"26076","221401602","60 a 64","18","15","33"
"26077","221401602","65 a 69","15","14","29"
"26078","221401602","70 a 74","11","13","24"
"26079","221401602","75 a 79","10","5","15"
"26080","221401602","80 a 84","4","2","6"
"26081","221401602","85 a 89","3","3","6"
"26082","221401602","90 a 94","0","1","1"
"26083","221401602","95 a 99","2","0","2"
"26084","221401603","00 a 04","18","14","32"
"26085","221401603","05 a 09","12","12","24"
"26086","221401603","10 a 14","15","16","31"
"26087","221401603","15 a 19","14","15","29"
"26088","221401603","20 a 24","18","18","36"
"26089","221401603","25 a 29","12","23","35"
"26090","221401603","30 a 34","16","16","32"
"26091","221401603","35 a 39","22","16","38"
"26092","221401603","40 a 44","15","12","27"
"26093","221401603","45 a 49","14","6","20"
"26094","221401603","50 a 54","16","11","27"
"26095","221401603","55 a 59","16","15","31"
"26096","221401603","60 a 64","8","8","16"
"26097","221401603","65 a 69","11","5","16"
"26098","221401603","70 a 74","9","5","14"
"26099","221401603","75 a 79","11","3","14"
"26100","221401603","80 a 84","3","2","5"
"26101","221401603","85 a 89","3","0","3"
"26102","221401603","90 a 94","0","2","2"
"26103","221401603","95 a 99","1","0","1"
"26104","221401604","00 a 04","31","26","57"
"26105","221401604","05 a 09","43","36","79"
"26106","221401604","10 a 14","48","39","87"
"26107","221401604","15 a 19","41","51","92"
"26108","221401604","20 a 24","54","58","112"
"26109","221401604","25 a 29","41","52","93"
"26110","221401604","30 a 34","46","42","88"
"26111","221401604","35 a 39","44","31","75"
"26112","221401604","40 a 44","45","54","99"
"26113","221401604","45 a 49","48","45","93"
"26114","221401604","50 a 54","40","37","77"
"26115","221401604","55 a 59","28","29","57"
"26116","221401604","60 a 64","38","28","66"
"26117","221401604","65 a 69","26","21","47"
"26118","221401604","70 a 74","20","24","44"
"26119","221401604","75 a 79","17","9","26"
"26120","221401604","80 a 84","10","9","19"
"26121","221401604","85 a 89","8","3","11"
"26122","221401604","90 a 94","4","1","5"
"26123","221401604","100 a 104","0","1","1"
"26124","221401605","00 a 04","14","9","23"
"26125","221401605","05 a 09","12","17","29"
"26126","221401605","10 a 14","13","15","28"
"26127","221401605","15 a 19","20","14","34"
"26128","221401605","20 a 24","18","14","32"
"26129","221401605","25 a 29","25","24","49"
"26130","221401605","30 a 34","35","34","69"
"26131","221401605","35 a 39","26","25","51"
"26132","221401605","40 a 44","21","20","41"
"26133","221401605","45 a 49","17","18","35"
"26134","221401605","50 a 54","20","23","43"
"26135","221401605","55 a 59","26","16","42"
"26136","221401605","60 a 64","21","12","33"
"26137","221401605","65 a 69","23","13","36"
"26138","221401605","70 a 74","13","19","32"
"26139","221401605","75 a 79","12","8","20"
"26140","221401605","80 a 84","7","4","11"
"26141","221401605","85 a 89","1","4","5"
"26142","221401605","90 a 94","2","0","2"
"26143","221401605","95 a 99","1","0","1"
"26144","221401606","00 a 04","22","20","42"
"26145","221401606","05 a 09","26","20","46"
"26146","221401606","10 a 14","22","36","58"
"26147","221401606","15 a 19","22","28","50"
"26148","221401606","20 a 24","31","27","58"
"26149","221401606","25 a 29","32","39","71"
"26150","221401606","30 a 34","21","24","45"
"26151","221401606","35 a 39","27","26","53"
"26152","221401606","40 a 44","37","25","62"
"26153","221401606","45 a 49","33","21","54"
"26154","221401606","50 a 54","24","25","49"
"26155","221401606","55 a 59","17","13","30"
"26156","221401606","60 a 64","20","14","34"
"26157","221401606","65 a 69","28","20","48"
"26158","221401606","70 a 74","19","10","29"
"26159","221401606","75 a 79","14","5","19"
"26160","221401606","80 a 84","11","8","19"
"26161","221401606","85 a 89","10","0","10"
"26162","221401606","90 a 94","2","2","4"
"26163","221401606","95 a 99","0","3","3"
"26164","221401607","00 a 04","29","39","68"
"26165","221401607","05 a 09","29","28","57"
"26166","221401607","10 a 14","22","39","61"
"26167","221401607","15 a 19","31","29","60"
"26168","221401607","20 a 24","46","44","90"
"26169","221401607","25 a 29","33","36","69"
"26170","221401607","30 a 34","40","38","78"
"26171","221401607","35 a 39","36","33","69"
"26172","221401607","40 a 44","41","46","87"
"26173","221401607","45 a 49","26","34","60"
"26174","221401607","50 a 54","35","22","57"
"26175","221401607","55 a 59","27","28","55"
"26176","221401607","60 a 64","29","22","51"
"26177","221401607","65 a 69","28","17","45"
"26178","221401607","70 a 74","19","19","38"
"26179","221401607","75 a 79","18","9","27"
"26180","221401607","80 a 84","9","5","14"
"26181","221401607","85 a 89","9","1","10"
"26182","221401607","90 a 94","2","0","2"
"26183","221401607","95 a 99","1","0","1"
"26184","221401608","00 a 04","22","19","41"
"26185","221401608","05 a 09","28","26","54"
"26186","221401608","10 a 14","32","29","61"
"26187","221401608","15 a 19","25","27","52"
"26188","221401608","20 a 24","43","32","75"
"26189","221401608","25 a 29","27","37","64"
"26190","221401608","30 a 34","30","27","57"
"26191","221401608","35 a 39","40","30","70"
"26192","221401608","40 a 44","35","39","74"
"26193","221401608","45 a 49","20","34","54"
"26194","221401608","50 a 54","24","18","42"
"26195","221401608","55 a 59","23","16","39"
"26196","221401608","60 a 64","20","17","37"
"26197","221401608","65 a 69","19","22","41"
"26198","221401608","70 a 74","19","14","33"
"26199","221401608","75 a 79","22","5","27"
"26200","221401608","80 a 84","12","3","15"
"26201","221401608","85 a 89","3","4","7"
"26202","221401608","90 a 94","3","1","4"
"26203","221401609","00 a 04","25","22","47"
"26204","221401609","05 a 09","33","28","61"
"26205","221401609","10 a 14","18","31","49"
"26206","221401609","15 a 19","35","23","58"
"26207","221401609","20 a 24","23","34","57"
"26208","221401609","25 a 29","34","27","61"
"26209","221401609","30 a 34","22","29","51"
"26210","221401609","35 a 39","27","27","54"
"26211","221401609","40 a 44","34","17","51"
"26212","221401609","45 a 49","21","16","37"
"26213","221401609","50 a 54","17","17","34"
"26214","221401609","55 a 59","12","9","21"
"26215","221401609","60 a 64","16","18","34"
"26216","221401609","65 a 69","9","10","19"
"26217","221401609","70 a 74","14","10","24"
"26218","221401609","75 a 79","4","5","9"
"26219","221401609","80 a 84","9","6","15"
"26220","221401609","85 a 89","3","1","4"
"26221","221401609","90 a 94","2","0","2"
"26222","221401610","00 a 04","30","33","63"
"26223","221401610","05 a 09","40","48","88"
"26224","221401610","10 a 14","40","38","78"
"26225","221401610","15 a 19","32","40","72"
"26226","221401610","20 a 24","53","48","101"
"26227","221401610","25 a 29","36","56","92"
"26228","221401610","30 a 34","37","41","78"
"26229","221401610","35 a 39","44","44","88"
"26230","221401610","40 a 44","42","30","72"
"26231","221401610","45 a 49","35","25","60"
"26232","221401610","50 a 54","19","18","37"
"26233","221401610","55 a 59","28","18","46"
"26234","221401610","60 a 64","25","24","49"
"26235","221401610","65 a 69","16","13","29"
"26236","221401610","70 a 74","6","9","15"
"26237","221401610","75 a 79","6","4","10"
"26238","221401610","80 a 84","2","1","3"
"26239","221401610","85 a 89","2","0","2"
"26240","221401610","90 a 94","1","0","1"
"26241","221401611","00 a 04","17","18","35"
"26242","221401611","05 a 09","28","22","50"
"26243","221401611","10 a 14","23","28","51"
"26244","221401611","15 a 19","27","27","54"
"26245","221401611","20 a 24","19","33","52"
"26246","221401611","25 a 29","24","23","47"
"26247","221401611","30 a 34","37","21","58"
"26248","221401611","35 a 39","26","30","56"
"26249","221401611","40 a 44","37","29","66"
"26250","221401611","45 a 49","28","28","56"
"26251","221401611","50 a 54","24","16","40"
"26252","221401611","55 a 59","6","18","24"
"26253","221401611","60 a 64","18","13","31"
"26254","221401611","65 a 69","20","16","36"
"26255","221401611","70 a 74","13","12","25"
"26256","221401611","75 a 79","6","5","11"
"26257","221401611","80 a 84","2","1","3"
"26258","221401611","85 a 89","2","1","3"
"26259","221401611","90 a 94","1","1","2"
"26260","221401612","00 a 04","28","26","54"
"26261","221401612","05 a 09","35","24","59"
"26262","221401612","10 a 14","33","32","65"
"26263","221401612","15 a 19","30","23","53"
"26264","221401612","20 a 24","31","30","61"
"26265","221401612","25 a 29","36","36","72"
"26266","221401612","30 a 34","52","45","97"
"26267","221401612","35 a 39","37","36","73"
"26268","221401612","40 a 44","39","30","69"
"26269","221401612","45 a 49","31","34","65"
"26270","221401612","50 a 54","27","11","38"
"26271","221401612","55 a 59","45","28","73"
"26272","221401612","60 a 64","26","35","61"
"26273","221401612","65 a 69","17","14","31"
"26274","221401612","70 a 74","11","8","19"
"26275","221401612","75 a 79","10","1","11"
"26276","221401612","80 a 84","3","2","5"
"26277","221401612","85 a 89","2","1","3"
"26278","221401612","90 a 94","1","0","1"
"26279","221401612","95 a 99","0","1","1"
"26280","221401613","00 a 04","17","13","30"
"26281","221401613","05 a 09","19","25","44"
"26282","221401613","10 a 14","26","29","55"
"26283","221401613","15 a 19","28","27","55"
"26284","221401613","20 a 24","28","29","57"
"26285","221401613","25 a 29","15","18","33"
"26286","221401613","30 a 34","18","12","30"
"26287","221401613","35 a 39","19","22","41"
"26288","221401613","40 a 44","49","40","89"
"26289","221401613","45 a 49","27","22","49"
"26290","221401613","50 a 54","17","18","35"
"26291","221401613","55 a 59","14","10","24"
"26292","221401613","60 a 64","9","7","16"
"26293","221401613","65 a 69","5","9","14"
"26294","221401613","70 a 74","5","6","11"
"26295","221401613","75 a 79","2","0","2"
"26296","221401613","80 a 84","1","2","3"
"26297","221401614","00 a 04","14","9","23"
"26298","221401614","05 a 09","26","19","45"
"26299","221401614","10 a 14","27","23","50"
"26300","221401614","15 a 19","12","16","28"
"26301","221401614","20 a 24","17","14","31"
"26302","221401614","25 a 29","18","10","28"
"26303","221401614","30 a 34","18","20","38"
"26304","221401614","35 a 39","35","30","65"
"26305","221401614","40 a 44","22","26","48"
"26306","221401614","45 a 49","20","19","39"
"26307","221401614","50 a 54","21","16","37"
"26308","221401614","55 a 59","20","15","35"
"26309","221401614","60 a 64","26","23","49"
"26310","221401614","65 a 69","19","9","28"
"26311","221401614","70 a 74","19","10","29"
"26312","221401614","75 a 79","9","1","10"
"26313","221401614","80 a 84","9","3","12"
"26314","221401614","85 a 89","5","3","8"
"26315","221401614","90 a 94","3","0","3"
"26316","221401701","00 a 04","31","51","82"
"26317","221401701","05 a 09","57","66","123"
"26318","221401701","10 a 14","47","41","88"
"26319","221401701","15 a 19","38","44","82"
"26320","221401701","20 a 24","54","49","103"
"26321","221401701","25 a 29","40","56","96"
"26322","221401701","30 a 34","35","36","71"
"26323","221401701","35 a 39","27","32","59"
"26324","221401701","40 a 44","25","19","44"
"26325","221401701","45 a 49","27","16","43"
"26326","221401701","50 a 54","20","20","40"
"26327","221401701","55 a 59","13","24","37"
"26328","221401701","60 a 64","18","12","30"
"26329","221401701","65 a 69","7","6","13"
"26330","221401701","70 a 74","6","10","16"
"26331","221401701","75 a 79","5","3","8"
"26332","221401701","80 a 84","4","1","5"
"26333","221401701","85 a 89","1","1","2"
"26334","221401701","95 a 99","1","0","1"
"26335","221401702","00 a 04","36","31","67"
"26336","221401702","05 a 09","34","34","68"
"26337","221401702","10 a 14","35","22","57"
"26338","221401702","15 a 19","21","25","46"
"26339","221401702","20 a 24","32","33","65"
"26340","221401702","25 a 29","42","32","74"
"26341","221401702","30 a 34","33","40","73"
"26342","221401702","35 a 39","28","34","62"
"26343","221401702","40 a 44","15","16","31"
"26344","221401702","45 a 49","14","17","31"
"26345","221401702","50 a 54","25","13","38"
"26346","221401702","55 a 59","24","26","50"
"26347","221401702","60 a 64","16","17","33"
"26348","221401702","65 a 69","10","12","22"
"26349","221401702","70 a 74","3","8","11"
"26350","221401702","75 a 79","4","4","8"
"26351","221401702","80 a 84","7","1","8"
"26352","221401702","85 a 89","1","3","4"
"26353","221401702","90 a 94","0","1","1"
"26354","221401702","95 a 99","1","1","2"
"26355","221401703","00 a 04","46","55","101"
"26356","221401703","05 a 09","73","73","146"
"26357","221401703","10 a 14","72","73","145"
"26358","221401703","15 a 19","63","60","123"
"26359","221401703","20 a 24","62","57","119"
"26360","221401703","25 a 29","72","62","134"
"26361","221401703","30 a 34","58","51","109"
"26362","221401703","35 a 39","58","50","108"
"26363","221401703","40 a 44","58","60","118"
"26364","221401703","45 a 49","38","35","73"
"26365","221401703","50 a 54","39","23","62"
"26366","221401703","55 a 59","37","29","66"
"26367","221401703","60 a 64","20","19","39"
"26368","221401703","65 a 69","19","21","40"
"26369","221401703","70 a 74","12","14","26"
"26370","221401703","75 a 79","16","9","25"
"26371","221401703","80 a 84","4","3","7"
"26372","221401703","85 a 89","5","0","5"
"26373","221401703","90 a 94","3","0","3"
"26374","221401703","95 a 99","1","0","1"
"26375","221401704","00 a 04","18","23","41"
"26376","221401704","05 a 09","16","25","41"
"26377","221401704","10 a 14","21","18","39"
"26378","221401704","15 a 19","14","19","33"
"26379","221401704","20 a 24","23","16","39"
"26380","221401704","25 a 29","22","19","41"
"26381","221401704","30 a 34","22","19","41"
"26382","221401704","35 a 39","29","22","51"
"26383","221401704","40 a 44","20","31","51"
"26384","221401704","45 a 49","21","19","40"
"26385","221401704","50 a 54","10","14","24"
"26386","221401704","55 a 59","8","7","15"
"26387","221401704","60 a 64","13","10","23"
"26388","221401704","65 a 69","14","10","24"
"26389","221401704","70 a 74","15","8","23"
"26390","221401704","75 a 79","14","6","20"
"26391","221401704","80 a 84","4","1","5"
"26392","221401704","85 a 89","3","5","8"
"26393","221401704","90 a 94","2","0","2"
"26394","221401704","95 a 99","3","0","3"
"26395","221401705","00 a 04","21","30","51"
"26396","221401705","05 a 09","42","30","72"
"26397","221401705","10 a 14","37","29","66"
"26398","221401705","15 a 19","21","29","50"
"26399","221401705","20 a 24","38","27","65"
"26400","221401705","25 a 29","38","35","73"
"26401","221401705","30 a 34","40","41","81"
"26402","221401705","35 a 39","30","36","66"
"26403","221401705","40 a 44","31","40","71"
"26404","221401705","45 a 49","23","29","52"
"26405","221401705","50 a 54","26","18","44"
"26406","221401705","55 a 59","32","30","62"
"26407","221401705","60 a 64","26","25","51"
"26408","221401705","65 a 69","35","27","62"
"26409","221401705","70 a 74","13","19","32"
"26410","221401705","75 a 79","9","6","15"
"26411","221401705","80 a 84","6","7","13"
"26412","221401705","85 a 89","3","2","5"
"26413","221401705","90 a 94","2","0","2"
"26414","221401705","95 a 99","1","0","1"
"26415","221401706","00 a 04","42","46","88"
"26416","221401706","05 a 09","39","34","73"
"26417","221401706","10 a 14","42","53","95"
"26418","221401706","15 a 19","32","46","78"
"26419","221401706","20 a 24","49","42","91"
"26420","221401706","25 a 29","48","46","94"
"26421","221401706","30 a 34","42","42","84"
"26422","221401706","35 a 39","38","23","61"
"26423","221401706","40 a 44","35","31","66"
"26424","221401706","45 a 49","36","40","76"
"26425","221401706","50 a 54","27","26","53"
"26426","221401706","55 a 59","28","20","48"
"26427","221401706","60 a 64","16","20","36"
"26428","221401706","65 a 69","13","16","29"
"26429","221401706","70 a 74","13","8","21"
"26430","221401706","75 a 79","11","6","17"
"26431","221401706","80 a 84","5","3","8"
"26432","221401706","85 a 89","1","3","4"
"26433","221401706","100 a 104","0","1","1"
"26434","221401707","00 a 04","52","52","104"
"26435","221401707","05 a 09","56","59","115"
"26436","221401707","10 a 14","54","58","112"
"26437","221401707","15 a 19","38","46","84"
"26438","221401707","20 a 24","42","28","70"
