"id","area","edad","mujer","varon","total"
"1","220070101","00 a 04","45","55","100"
"2","220070101","05 a 09","53","58","111"
"3","220070101","10 a 14","57","52","109"
"4","220070101","15 a 19","58","59","117"
"5","220070101","20 a 24","69","60","129"
"6","220070101","25 a 29","53","44","97"
"7","220070101","30 a 34","31","32","63"
"8","220070101","35 a 39","39","31","70"
"9","220070101","40 a 44","43","26","69"
"10","220070101","45 a 49","42","26","68"
"11","220070101","50 a 54","17","20","37"
"12","220070101","55 a 59","10","14","24"
"13","220070101","60 a 64","15","10","25"
"14","220070101","65 a 69","8","10","18"
"15","220070101","70 a 74","4","4","8"
"16","220070101","75 a 79","1","1","2"
"17","220070101","80 a 84","1","1","2"
"18","220070101","85 a 89","2","0","2"
"19","220070102","00 a 04","35","24","59"
"20","220070102","05 a 09","38","50","88"
"21","220070102","10 a 14","49","44","93"
"22","220070102","15 a 19","38","54","92"
"23","220070102","20 a 24","47","52","99"
"24","220070102","25 a 29","43","41","84"
"25","220070102","30 a 34","39","37","76"
"26","220070102","35 a 39","32","38","70"
"27","220070102","40 a 44","35","33","68"
"28","220070102","45 a 49","33","32","65"
"29","220070102","50 a 54","16","29","45"
"30","220070102","55 a 59","30","30","60"
"31","220070102","60 a 64","32","23","55"
"32","220070102","65 a 69","18","16","34"
"33","220070102","70 a 74","12","15","27"
"34","220070102","75 a 79","16","4","20"
"35","220070102","80 a 84","6","6","12"
"36","220070102","85 a 89","3","0","3"
"37","220070102","90 a 94","1","0","1"
"38","220070103","00 a 04","13","23","36"
"39","220070103","05 a 09","21","23","44"
"40","220070103","10 a 14","26","23","49"
"41","220070103","15 a 19","28","32","60"
"42","220070103","20 a 24","29","28","57"
"43","220070103","25 a 29","35","21","56"
"44","220070103","30 a 34","18","26","44"
"45","220070103","35 a 39","18","12","30"
"46","220070103","40 a 44","15","20","35"
"47","220070103","45 a 49","25","16","41"
"48","220070103","50 a 54","15","16","31"
"49","220070103","55 a 59","11","16","27"
"50","220070103","60 a 64","16","11","27"
"51","220070103","65 a 69","13","7","20"
"52","220070103","70 a 74","6","4","10"
"53","220070103","75 a 79","6","3","9"
"54","220070103","80 a 84","2","3","5"
"55","220070103","85 a 89","2","1","3"
"56","220070104","00 a 04","10","14","24"
"57","220070104","05 a 09","18","20","38"
"58","220070104","10 a 14","15","20","35"
"59","220070104","15 a 19","24","20","44"
"60","220070104","20 a 24","17","23","40"
"61","220070104","25 a 29","26","10","36"
"62","220070104","30 a 34","15","25","40"
"63","220070104","35 a 39","22","13","35"
"64","220070104","40 a 44","15","19","34"
"65","220070104","45 a 49","23","8","31"
"66","220070104","50 a 54","19","10","29"
"67","220070104","55 a 59","18","17","35"
"68","220070104","60 a 64","9","10","19"
"69","220070104","65 a 69","11","8","19"
"70","220070104","70 a 74","9","9","18"
"71","220070104","75 a 79","9","7","16"
"72","220070104","80 a 84","5","4","9"
"73","220070104","85 a 89","1","5","6"
"74","220070105","00 a 04","32","36","68"
"75","220070105","05 a 09","37","29","66"
"76","220070105","10 a 14","41","45","86"
"77","220070105","15 a 19","38","32","70"
"78","220070105","20 a 24","37","45","82"
"79","220070105","25 a 29","40","43","83"
"80","220070105","30 a 34","28","29","57"
"81","220070105","35 a 39","35","28","63"
"82","220070105","40 a 44","31","38","69"
"83","220070105","45 a 49","28","25","53"
"84","220070105","50 a 54","19","23","42"
"85","220070105","55 a 59","21","27","48"
"86","220070105","60 a 64","14","26","40"
"87","220070105","65 a 69","11","15","26"
"88","220070105","70 a 74","15","13","28"
"89","220070105","75 a 79","7","6","13"
"90","220070105","80 a 84","1","2","3"
"91","220070105","85 a 89","3","0","3"
"92","220070105","90 a 94","1","1","2"
"93","220070106","00 a 04","23","39","62"
"94","220070106","05 a 09","28","44","72"
"95","220070106","10 a 14","49","56","105"
"96","220070106","15 a 19","39","44","83"
"97","220070106","20 a 24","45","36","81"
"98","220070106","25 a 29","43","40","83"
"99","220070106","30 a 34","36","37","73"
"100","220070106","35 a 39","44","43","87"
"101","220070106","40 a 44","38","37","75"
"102","220070106","45 a 49","37","34","71"
"103","220070106","50 a 54","30","32","62"
"104","220070106","55 a 59","32","32","64"
"105","220070106","60 a 64","20","16","36"
"106","220070106","65 a 69","25","20","45"
"107","220070106","70 a 74","10","11","21"
"108","220070106","75 a 79","11","9","20"
"109","220070106","80 a 84","3","2","5"
"110","220070106","85 a 89","6","2","8"
"111","220070106","90 a 94","2","0","2"
"112","220070201","00 a 04","5","3","8"
"113","220070201","05 a 09","5","3","8"
"114","220070201","10 a 14","4","6","10"
"115","220070201","15 a 19","6","1","7"
"116","220070201","20 a 24","2","4","6"
"117","220070201","25 a 29","6","5","11"
"118","220070201","30 a 34","4","7","11"
"119","220070201","35 a 39","5","5","10"
"120","220070201","40 a 44","2","1","3"
"121","220070201","45 a 49","3","3","6"
"122","220070201","50 a 54","1","2","3"
"123","220070201","55 a 59","6","3","9"
"124","220070201","60 a 64","2","1","3"
"125","220070201","65 a 69","2","2","4"
"126","220070201","70 a 74","1","2","3"
"127","220070201","75 a 79","1","0","1"
"128","220070201","85 a 89","1","0","1"
"129","220070202","00 a 04","38","54","92"
"130","220070202","05 a 09","49","42","91"
"131","220070202","10 a 14","32","43","75"
"132","220070202","15 a 19","26","16","42"
"133","220070202","20 a 24","34","23","57"
"134","220070202","25 a 29","36","27","63"
"135","220070202","30 a 34","31","26","57"
"136","220070202","35 a 39","23","21","44"
"137","220070202","40 a 44","8","10","18"
"138","220070202","45 a 49","8","5","13"
"139","220070202","50 a 54","3","1","4"
"140","220070202","55 a 59","6","2","8"
"141","220070202","60 a 64","3","3","6"
"142","220070202","65 a 69","3","4","7"
"143","220070202","70 a 74","1","1","2"
"144","220070202","75 a 79","1","1","2"
"145","220070202","80 a 84","2","2","4"
"146","220070202","85 a 89","0","1","1"
"147","220070203","00 a 04","1","1","2"
"148","220070203","05 a 09","1","1","2"
"149","220070203","10 a 14","2","0","2"
"150","220070203","15 a 19","1","0","1"
"151","220070203","20 a 24","1","2","3"
"152","220070203","25 a 29","2","0","2"
"153","220070203","35 a 39","0","1","1"
"154","220070203","45 a 49","2","0","2"
"155","220070203","50 a 54","1","0","1"
"156","220070203","55 a 59","0","2","2"
"157","220070203","60 a 64","1","1","2"
"158","220070203","65 a 69","1","1","2"
"159","220070203","70 a 74","0","1","1"
"160","220070204","00 a 04","0","1","1"
"161","220070204","05 a 09","2","4","6"
"162","220070204","10 a 14","2","6","8"
"163","220070204","15 a 19","1","1","2"
"164","220070204","20 a 24","1","7","8"
"165","220070204","25 a 29","0","7","7"
"166","220070204","30 a 34","3","4","7"
"167","220070204","35 a 39","2","3","5"
"168","220070204","40 a 44","2","4","6"
"169","220070204","45 a 49","7","11","18"
"170","220070204","50 a 54","3","2","5"
"171","220070204","55 a 59","3","3","6"
"172","220070204","60 a 64","0","2","2"
"173","220070204","65 a 69","2","2","4"
"174","220070204","70 a 74","2","1","3"
"175","220070204","75 a 79","2","4","6"
"176","220070204","80 a 84","2","1","3"
"177","220070205","10 a 14","1","0","1"
"178","220070205","15 a 19","0","2","2"
"179","220070205","20 a 24","1","3","4"
"180","220070205","25 a 29","1","1","2"
"181","220070205","30 a 34","1","0","1"
"182","220070205","35 a 39","1","0","1"
"183","220070205","40 a 44","1","0","1"
"184","220070205","45 a 49","1","3","4"
"185","220070205","50 a 54","2","1","3"
"186","220070205","55 a 59","1","2","3"
"187","220070205","60 a 64","0","5","5"
"188","220070205","65 a 69","1","1","2"
"189","220070205","70 a 74","3","2","5"
"190","220070205","75 a 79","0","1","1"
"191","220070205","80 a 84","1","0","1"
"192","220070206","00 a 04","2","7","9"
"193","220070206","05 a 09","4","2","6"
"194","220070206","10 a 14","5","8","13"
"195","220070206","15 a 19","1","4","5"
"196","220070206","20 a 24","7","5","12"
"197","220070206","25 a 29","1","2","3"
"198","220070206","30 a 34","2","5","7"
"199","220070206","35 a 39","4","5","9"
"200","220070206","40 a 44","4","4","8"
"201","220070206","45 a 49","3","4","7"
"202","220070206","50 a 54","2","4","6"
"203","220070206","55 a 59","1","1","2"
"204","220070206","60 a 64","1","2","3"
"205","220070206","65 a 69","2","2","4"
"206","220070206","70 a 74","5","5","10"
"207","220070206","75 a 79","0","2","2"
"208","220070206","80 a 84","1","2","3"
"209","220070207","00 a 04","25","14","39"
"210","220070207","05 a 09","23","18","41"
"211","220070207","10 a 14","16","20","36"
"212","220070207","15 a 19","12","18","30"
"213","220070207","20 a 24","17","22","39"
"214","220070207","25 a 29","12","20","32"
"215","220070207","30 a 34","8","12","20"
"216","220070207","35 a 39","16","13","29"
"217","220070207","40 a 44","11","12","23"
"218","220070207","45 a 49","11","14","25"
"219","220070207","50 a 54","6","8","14"
"220","220070207","55 a 59","4","5","9"
"221","220070207","60 a 64","6","7","13"
"222","220070207","65 a 69","3","3","6"
"223","220070207","70 a 74","5","7","12"
"224","220070207","75 a 79","2","3","5"
"225","220070207","80 a 84","0","2","2"
"226","220070207","85 a 89","1","0","1"
"227","220070208","00 a 04","23","33","56"
"228","220070208","05 a 09","29","42","71"
"229","220070208","10 a 14","39","36","75"
"230","220070208","15 a 19","23","19","42"
"231","220070208","20 a 24","22","13","35"
"232","220070208","25 a 29","30","12","42"
"233","220070208","30 a 34","38","32","70"
"234","220070208","35 a 39","32","27","59"
"235","220070208","40 a 44","20","13","33"
"236","220070208","45 a 49","11","12","23"
"237","220070208","50 a 54","1","9","10"
"238","220070208","55 a 59","0","2","2"
"239","220070208","60 a 64","0","1","1"
"240","220070208","65 a 69","1","1","2"
"241","220070208","70 a 74","2","0","2"
"242","220070208","75 a 79","1","2","3"
"243","220070208","80 a 84","0","1","1"
"244","220070208","85 a 89","0","1","1"
"245","220070209","00 a 04","33","50","83"
"246","220070209","05 a 09","37","44","81"
"247","220070209","10 a 14","34","30","64"
"248","220070209","15 a 19","29","18","47"
"249","220070209","20 a 24","25","24","49"
"250","220070209","25 a 29","39","26","65"
"251","220070209","30 a 34","31","26","57"
"252","220070209","35 a 39","21","19","40"
"253","220070209","40 a 44","13","13","26"
"254","220070209","45 a 49","9","6","15"
"255","220070209","50 a 54","9","3","12"
"256","220070209","55 a 59","6","4","10"
"257","220070209","60 a 64","5","8","13"
"258","220070209","65 a 69","1","1","2"
"259","220070209","70 a 74","2","2","4"
"260","220070209","75 a 79","0","1","1"
"261","220070209","80 a 84","0","1","1"
"262","220070210","00 a 04","41","31","72"
"263","220070210","05 a 09","41","36","77"
"264","220070210","10 a 14","38","37","75"
"265","220070210","15 a 19","43","51","94"
"266","220070210","20 a 24","39","38","77"
"267","220070210","25 a 29","34","26","60"
"268","220070210","30 a 34","29","17","46"
"269","220070210","35 a 39","20","15","35"
"270","220070210","40 a 44","28","21","49"
"271","220070210","45 a 49","23","20","43"
"272","220070210","50 a 54","12","9","21"
"273","220070210","55 a 59","5","10","15"
"274","220070210","60 a 64","7","8","15"
"275","220070210","65 a 69","2","4","6"
"276","220070210","70 a 74","4","3","7"
"277","220070210","75 a 79","2","1","3"
"278","220070210","80 a 84","2","2","4"
"279","220070210","85 a 89","1","0","1"
"280","220070210","90 a 94","2","0","2"
"281","220070210","95 a 99","0","1","1"
"282","220070211","00 a 04","30","30","60"
"283","220070211","05 a 09","37","31","68"
"284","220070211","10 a 14","54","29","83"
"285","220070211","15 a 19","39","41","80"
"286","220070211","20 a 24","34","37","71"
"287","220070211","25 a 29","34","29","63"
"288","220070211","30 a 34","30","20","50"
"289","220070211","35 a 39","25","18","43"
"290","220070211","40 a 44","16","15","31"
"291","220070211","45 a 49","16","12","28"
"292","220070211","50 a 54","7","14","21"
"293","220070211","55 a 59","12","17","29"
"294","220070211","60 a 64","5","4","9"
"295","220070211","65 a 69","7","1","8"
"296","220070211","70 a 74","2","5","7"
"297","220070211","75 a 79","4","1","5"
"298","220070211","80 a 84","2","3","5"
"299","220070211","90 a 94","0","1","1"
"300","220070211","95 a 99","1","0","1"
"301","220070212","00 a 04","10","24","34"
"302","220070212","05 a 09","31","24","55"
"303","220070212","10 a 14","23","21","44"
"304","220070212","15 a 19","25","20","45"
"305","220070212","20 a 24","15","11","26"
"306","220070212","25 a 29","16","25","41"
"307","220070212","30 a 34","21","17","38"
"308","220070212","35 a 39","21","15","36"
"309","220070212","40 a 44","11","9","20"
"310","220070212","45 a 49","9","10","19"
"311","220070212","50 a 54","2","4","6"
"312","220070212","55 a 59","0","4","4"
"313","220070212","60 a 64","1","1","2"
"314","220070212","65 a 69","2","1","3"
"315","220070212","70 a 74","1","1","2"
"316","220070212","75 a 79","2","1","3"
"317","220070212","80 a 84","1","0","1"
"318","220070212","100 a 104","0","1","1"
"319","220070213","00 a 04","30","27","57"
"320","220070213","05 a 09","20","36","56"
"321","220070213","10 a 14","40","34","74"
"322","220070213","15 a 19","38","41","79"
"323","220070213","20 a 24","28","28","56"
"324","220070213","25 a 29","31","17","48"
"325","220070213","30 a 34","29","25","54"
"326","220070213","35 a 39","30","31","61"
"327","220070213","40 a 44","23","24","47"
"328","220070213","45 a 49","16","20","36"
"329","220070213","50 a 54","8","8","16"
"330","220070213","55 a 59","10","9","19"
"331","220070213","60 a 64","3","4","7"
"332","220070213","65 a 69","8","9","17"
"333","220070213","70 a 74","7","10","17"
"334","220070213","75 a 79","2","3","5"
"335","220070213","80 a 84","1","1","2"
"336","220070213","85 a 89","3","1","4"
"337","220070214","00 a 04","40","38","78"
"338","220070214","05 a 09","50","51","101"
"339","220070214","10 a 14","55","40","95"
"340","220070214","15 a 19","66","56","122"
"341","220070214","20 a 24","46","40","86"
"342","220070214","25 a 29","39","33","72"
"343","220070214","30 a 34","36","34","70"
"344","220070214","35 a 39","43","34","77"
"345","220070214","40 a 44","24","28","52"
"346","220070214","45 a 49","15","21","36"
"347","220070214","50 a 54","12","17","29"
"348","220070214","55 a 59","8","8","16"
"349","220070214","60 a 64","13","8","21"
"350","220070214","65 a 69","3","11","14"
"351","220070214","70 a 74","5","4","9"
"352","220070214","75 a 79","6","4","10"
"353","220070214","80 a 84","1","2","3"
"354","220070214","85 a 89","1","0","1"
"355","220070214","90 a 94","0","1","1"
"356","220070214","100 a 104","0","1","1"
"357","220070301","00 a 04","2","4","6"
"358","220070301","05 a 09","9","4","13"
"359","220070301","10 a 14","2","6","8"
"360","220070301","15 a 19","1","8","9"
"361","220070301","20 a 24","3","11","14"
"362","220070301","25 a 29","7","3","10"
"363","220070301","30 a 34","4","3","7"
"364","220070301","35 a 39","4","8","12"
"365","220070301","40 a 44","4","12","16"
"366","220070301","45 a 49","2","7","9"
"367","220070301","50 a 54","3","3","6"
"368","220070301","55 a 59","2","6","8"
"369","220070301","60 a 64","3","5","8"
"370","220070301","65 a 69","3","6","9"
"371","220070301","70 a 74","1","1","2"
"372","220070302","00 a 04","1","0","1"
"373","220070302","05 a 09","0","1","1"
"374","220070302","10 a 14","1","0","1"
"375","220070302","25 a 29","1","1","2"
"376","220070302","35 a 39","1","1","2"
"377","220070302","40 a 44","0","1","1"
"378","220070302","45 a 49","0","2","2"
"379","220070302","55 a 59","2","0","2"
"380","220070302","60 a 64","1","2","3"
"381","220070302","65 a 69","1","0","1"
"382","220070302","70 a 74","1","0","1"
"383","220070302","75 a 79","0","2","2"
"384","220070302","80 a 84","0","1","1"
"385","220070303","00 a 04","4","4","8"
"386","220070303","05 a 09","5","3","8"
"387","220070303","10 a 14","5","2","7"
"388","220070303","15 a 19","6","3","9"
"389","220070303","20 a 24","4","4","8"
"390","220070303","25 a 29","4","5","9"
"391","220070303","30 a 34","4","9","13"
"392","220070303","35 a 39","2","8","10"
"393","220070303","40 a 44","2","4","6"
"394","220070303","45 a 49","2","3","5"
"395","220070303","50 a 54","1","2","3"
"396","220070303","55 a 59","1","1","2"
"397","220070303","60 a 64","2","5","7"
"398","220070303","65 a 69","3","4","7"
"399","220070303","70 a 74","1","3","4"
"400","220070303","75 a 79","2","2","4"
"401","220070303","80 a 84","0","2","2"
"402","220070303","85 a 89","1","0","1"
"403","220070304","00 a 04","4","1","5"
"404","220070304","05 a 09","3","2","5"
"405","220070304","10 a 14","2","5","7"
"406","220070304","15 a 19","0","3","3"
"407","220070304","20 a 24","5","5","10"
"408","220070304","25 a 29","3","1","4"
"409","220070304","30 a 34","0","2","2"
"410","220070304","35 a 39","2","6","8"
"411","220070304","40 a 44","0","2","2"
"412","220070304","45 a 49","2","2","4"
"413","220070304","50 a 54","3","3","6"
"414","220070304","55 a 59","0","2","2"
"415","220070304","60 a 64","1","1","2"
"416","220070304","65 a 69","0","3","3"
"417","220070304","70 a 74","1","1","2"
"418","220070304","75 a 79","1","1","2"
"419","220070304","80 a 84","1","1","2"
"420","220070304","85 a 89","1","0","1"
"421","220070401","30 a 34","0","1","1"
"422","220070402","10 a 14","3","0","3"
"423","220070402","15 a 19","1","5","6"
"424","220070402","20 a 24","1","1","2"
"425","220070402","25 a 29","0","1","1"
"426","220070402","30 a 34","0","1","1"
"427","220070402","35 a 39","2","0","2"
"428","220070402","40 a 44","1","0","1"
"429","220070402","45 a 49","0","1","1"
"430","220070402","50 a 54","0","3","3"
"431","220070402","55 a 59","0","1","1"
"432","220070402","60 a 64","0","1","1"
"433","220070402","65 a 69","0","2","2"
"434","220070403","00 a 04","1","1","2"
"435","220070403","05 a 09","0","2","2"
"436","220070403","10 a 14","0","1","1"
"437","220070403","15 a 19","0","1","1"
"438","220070403","20 a 24","0","1","1"
"439","220070403","30 a 34","2","0","2"
"440","220070403","35 a 39","0","1","1"
"441","220070403","40 a 44","1","5","6"
"442","220070403","45 a 49","0","4","4"
"443","220070403","50 a 54","0","2","2"
"444","220070403","55 a 59","3","1","4"
"445","220070403","60 a 64","0","1","1"
"446","220070403","65 a 69","0","1","1"
"447","220070404","00 a 04","0","1","1"
"448","220070404","10 a 14","0","1","1"
"449","220070404","15 a 19","1","1","2"
"450","220070404","20 a 24","2","0","2"
"451","220070404","25 a 29","2","2","4"
"452","220070404","30 a 34","0","3","3"
"453","220070404","35 a 39","1","3","4"
"454","220070404","40 a 44","2","2","4"
"455","220070404","45 a 49","0","1","1"
"456","220070404","50 a 54","1","1","2"
"457","220070404","55 a 59","1","2","3"
"458","220070404","65 a 69","1","3","4"
"459","220070501","00 a 04","21","18","39"
"460","220070501","05 a 09","20","20","40"
"461","220070501","10 a 14","12","14","26"
"462","220070501","15 a 19","22","22","44"
"463","220070501","20 a 24","20","30","50"
"464","220070501","25 a 29","14","19","33"
"465","220070501","30 a 34","15","15","30"
"466","220070501","35 a 39","13","14","27"
"467","220070501","40 a 44","9","15","24"
"468","220070501","45 a 49","7","16","23"
"469","220070501","50 a 54","5","10","15"
"470","220070501","55 a 59","2","7","9"
"471","220070501","60 a 64","2","5","7"
"472","220070501","65 a 69","3","2","5"
"473","220070501","70 a 74","1","5","6"
"474","220070501","75 a 79","2","0","2"
"475","220070501","80 a 84","1","0","1"
"476","220070501","85 a 89","1","0","1"
"477","220070501","95 a 99","1","1","2"
"478","220070502","00 a 04","44","30","74"
"479","220070502","05 a 09","30","46","76"
"480","220070502","10 a 14","37","37","74"
"481","220070502","15 a 19","45","35","80"
"482","220070502","20 a 24","52","37","89"
"483","220070502","25 a 29","29","28","57"
"484","220070502","30 a 34","31","29","60"
"485","220070502","35 a 39","29","26","55"
"486","220070502","40 a 44","30","32","62"
"487","220070502","45 a 49","16","17","33"
"488","220070502","50 a 54","10","20","30"
"489","220070502","55 a 59","12","12","24"
"490","220070502","60 a 64","13","11","24"
"491","220070502","65 a 69","8","13","21"
"492","220070502","70 a 74","11","13","24"
"493","220070502","75 a 79","2","8","10"
"494","220070502","80 a 84","1","1","2"
"495","220070502","85 a 89","1","2","3"
"496","220070503","00 a 04","14","13","27"
"497","220070503","05 a 09","18","20","38"
"498","220070503","10 a 14","16","15","31"
"499","220070503","15 a 19","24","22","46"
"500","220070503","20 a 24","22","22","44"
"501","220070503","25 a 29","15","13","28"
"502","220070503","30 a 34","17","11","28"
"503","220070503","35 a 39","19","18","37"
"504","220070503","40 a 44","17","14","31"
"505","220070503","45 a 49","13","12","25"
"506","220070503","50 a 54","14","7","21"
"507","220070503","55 a 59","10","9","19"
"508","220070503","60 a 64","18","5","23"
"509","220070503","65 a 69","10","13","23"
"510","220070503","70 a 74","8","8","16"
"511","220070503","75 a 79","11","4","15"
"512","220070503","80 a 84","2","2","4"
"513","220070503","85 a 89","1","0","1"
"514","220070503","90 a 94","0","1","1"
"515","220070504","00 a 04","15","11","26"
"516","220070504","05 a 09","11","11","22"
"517","220070504","10 a 14","6","9","15"
"518","220070504","15 a 19","7","17","24"
"519","220070504","20 a 24","13","11","24"
"520","220070504","25 a 29","11","8","19"
"521","220070504","30 a 34","4","8","12"
"522","220070504","35 a 39","2","6","8"
"523","220070504","40 a 44","9","8","17"
"524","220070504","45 a 49","5","10","15"
"525","220070504","50 a 54","1","5","6"
"526","220070504","55 a 59","2","5","7"
"527","220070504","60 a 64","3","5","8"
"528","220070504","65 a 69","3","4","7"
"529","220070504","70 a 74","2","3","5"
"530","220070504","75 a 79","2","2","4"
"531","220070504","80 a 84","1","0","1"
"532","220070504","90 a 94","0","1","1"
"533","220070505","00 a 04","5","4","9"
"534","220070505","05 a 09","2","4","6"
"535","220070505","10 a 14","2","2","4"
"536","220070505","15 a 19","4","3","7"
"537","220070505","20 a 24","2","7","9"
"538","220070505","25 a 29","2","6","8"
"539","220070505","30 a 34","4","5","9"
"540","220070505","35 a 39","3","8","11"
"541","220070505","40 a 44","1","5","6"
"542","220070505","45 a 49","2","4","6"
"543","220070505","50 a 54","3","9","12"
"544","220070505","55 a 59","2","8","10"
"545","220070505","60 a 64","1","3","4"
"546","220070505","65 a 69","2","3","5"
"547","220070505","70 a 74","0","5","5"
"548","220070506","00 a 04","57","68","125"
"549","220070506","05 a 09","69","54","123"
"550","220070506","10 a 14","64","61","125"
"551","220070506","15 a 19","65","64","129"
"552","220070506","20 a 24","45","48","93"
"553","220070506","25 a 29","59","44","103"
"554","220070506","30 a 34","40","34","74"
"555","220070506","35 a 39","43","42","85"
"556","220070506","40 a 44","35","32","67"
"557","220070506","45 a 49","21","25","46"
"558","220070506","50 a 54","19","17","36"
"559","220070506","55 a 59","8","10","18"
"560","220070506","60 a 64","9","10","19"
"561","220070506","65 a 69","8","11","19"
"562","220070506","70 a 74","5","5","10"
"563","220070506","75 a 79","1","3","4"
"564","220070506","80 a 84","1","0","1"
"565","220070507","00 a 04","29","33","62"
"566","220070507","05 a 09","25","44","69"
"567","220070507","10 a 14","41","33","74"
"568","220070507","15 a 19","27","36","63"
"569","220070507","20 a 24","23","29","52"
"570","220070507","25 a 29","28","33","61"
"571","220070507","30 a 34","34","21","55"
"572","220070507","35 a 39","23","21","44"
"573","220070507","40 a 44","21","19","40"
"574","220070507","45 a 49","11","4","15"
"575","220070507","50 a 54","7","9","16"
"576","220070507","55 a 59","6","7","13"
"577","220070507","60 a 64","2","4","6"
"578","220070507","65 a 69","1","4","5"
"579","220070507","70 a 74","1","6","7"
"580","220070507","75 a 79","0","1","1"
"581","220070507","80 a 84","0","2","2"
"582","220070508","00 a 04","38","29","67"
"583","220070508","05 a 09","42","38","80"
"584","220070508","10 a 14","55","59","114"
"585","220070508","15 a 19","57","61","118"
"586","220070508","20 a 24","56","52","108"
"587","220070508","25 a 29","27","46","73"
"588","220070508","30 a 34","31","21","52"
"589","220070508","35 a 39","25","23","48"
"590","220070508","40 a 44","46","29","75"
"591","220070508","45 a 49","38","33","71"
"592","220070508","50 a 54","23","28","51"
"593","220070508","55 a 59","11","8","19"
"594","220070508","60 a 64","14","6","20"
"595","220070508","65 a 69","12","15","27"
"596","220070508","70 a 74","7","2","9"
"597","220070508","75 a 79","2","3","5"
"598","220070508","80 a 84","1","1","2"
"599","220070508","85 a 89","1","0","1"
"600","220070508","90 a 94","2","0","2"
"601","220070509","00 a 04","30","39","69"
"602","220070509","05 a 09","27","36","63"
"603","220070509","10 a 14","43","31","74"
"604","220070509","15 a 19","38","26","64"
"605","220070509","20 a 24","25","22","47"
"606","220070509","25 a 29","27","24","51"
"607","220070509","30 a 34","25","32","57"
"608","220070509","35 a 39","25","12","37"
"609","220070509","40 a 44","17","19","36"
"610","220070509","45 a 49","8","15","23"
"611","220070509","50 a 54","9","9","18"
"612","220070509","55 a 59","9","19","28"
"613","220070509","60 a 64","2","1","3"
"614","220070509","65 a 69","2","4","6"
"615","220070509","70 a 74","5","2","7"
"616","220070509","75 a 79","3","2","5"
"617","220070509","80 a 84","0","3","3"
"618","220070510","00 a 04","19","28","47"
"619","220070510","05 a 09","25","21","46"
"620","220070510","10 a 14","28","25","53"
"621","220070510","15 a 19","23","28","51"
"622","220070510","20 a 24","26","22","48"
"623","220070510","25 a 29","22","27","49"
"624","220070510","30 a 34","23","19","42"
"625","220070510","35 a 39","19","19","38"
"626","220070510","40 a 44","11","23","34"
"627","220070510","45 a 49","17","19","36"
"628","220070510","50 a 54","12","14","26"
"629","220070510","55 a 59","17","15","32"
"630","220070510","60 a 64","16","13","29"
"631","220070510","65 a 69","9","12","21"
"632","220070510","70 a 74","8","7","15"
"633","220070510","75 a 79","9","3","12"
"634","220070510","80 a 84","3","1","4"
"635","220070510","85 a 89","1","1","2"
"636","220070510","90 a 94","2","0","2"
"637","220070511","00 a 04","37","50","87"
"638","220070511","05 a 09","41","44","85"
"639","220070511","10 a 14","51","36","87"
"640","220070511","15 a 19","37","42","79"
"641","220070511","20 a 24","49","36","85"
"642","220070511","25 a 29","30","26","56"
"643","220070511","30 a 34","28","25","53"
"644","220070511","35 a 39","23","18","41"
"645","220070511","40 a 44","24","24","48"
"646","220070511","45 a 49","12","12","24"
"647","220070511","50 a 54","11","18","29"
"648","220070511","55 a 59","8","12","20"
"649","220070511","60 a 64","7","9","16"
"650","220070511","65 a 69","5","9","14"
"651","220070511","70 a 74","9","5","14"
"652","220070511","75 a 79","1","3","4"
"653","220070511","80 a 84","1","4","5"
"654","220070512","00 a 04","42","55","97"
"655","220070512","05 a 09","41","42","83"
"656","220070512","10 a 14","51","49","100"
"657","220070512","15 a 19","51","55","106"
"658","220070512","20 a 24","48","42","90"
"659","220070512","25 a 29","45","35","80"
"660","220070512","30 a 34","29","23","52"
"661","220070512","35 a 39","31","15","46"
"662","220070512","40 a 44","28","23","51"
"663","220070512","45 a 49","19","19","38"
"664","220070512","50 a 54","14","15","29"
"665","220070512","55 a 59","11","12","23"
"666","220070512","60 a 64","13","13","26"
"667","220070512","65 a 69","6","13","19"
"668","220070512","70 a 74","4","11","15"
"669","220070512","75 a 79","1","7","8"
"670","220070512","80 a 84","2","1","3"
"671","220070512","85 a 89","0","1","1"
"672","220070512","90 a 94","1","0","1"
"673","220070513","00 a 04","35","48","83"
"674","220070513","05 a 09","30","31","61"
"675","220070513","10 a 14","36","46","82"
"676","220070513","15 a 19","33","38","71"
"677","220070513","20 a 24","39","29","68"
"678","220070513","25 a 29","28","40","68"
"679","220070513","30 a 34","37","27","64"
"680","220070513","35 a 39","22","16","38"
"681","220070513","40 a 44","23","17","40"
"682","220070513","45 a 49","19","20","39"
"683","220070513","50 a 54","9","17","26"
"684","220070513","55 a 59","10","12","22"
"685","220070513","60 a 64","5","8","13"
"686","220070513","65 a 69","4","6","10"
"687","220070513","70 a 74","4","5","9"
"688","220070513","75 a 79","3","2","5"
"689","220070513","80 a 84","2","2","4"
"690","220070513","85 a 89","3","0","3"
"691","220070513","90 a 94","1","0","1"
"692","220070513","95 a 99","1","0","1"
"693","220070601","00 a 04","17","15","32"
"694","220070601","05 a 09","12","16","28"
"695","220070601","10 a 14","18","11","29"
"696","220070601","15 a 19","9","5","14"
"697","220070601","20 a 24","11","11","22"
"698","220070601","25 a 29","12","9","21"
"699","220070601","30 a 34","12","12","24"
