"""cueanexo""|""grado""|""turno""|""subtotal_por_turno"""
"""220211300""|""Sala de 5 años""|NULL|""24"""
"""220214800""|""Sala de 4 años""|""Doble""|""63"""
"""220214800""|""Sala de 4 años""|NULL|""63"""
"""220214800""|""Sala de 5 años""|""Doble""|""63"""
"""220214800""|""Sala de 5 años""|NULL|""63"""
"""220215800""|""Sala de 4 años""|""Mañana""|""22"""
"""220215800""|""Sala de 4 años""|""Tarde""|""26"""
"""220215800""|""Sala de 4 años""|NULL|""48"""
"""220215800""|""Sala de 5 años""|""Mañana""|""23"""
"""220215800""|""Sala de 5 años""|""Tarde""|""22"""
"""220215800""|""Sala de 5 años""|NULL|""45"""
"""220215801""|""Sala de 4 años""|""Tarde""|""19"""
"""220215801""|""Sala de 4 años""|NULL|""19"""
"""220215801""|""Sala de 5 años""|""Mañana""|""19"""
"""220215801""|""Sala de 5 años""|NULL|""19"""
"""220216300""|""Sala de 3 años""|""Tarde""|""6"""
"""220216300""|""Sala de 3 años""|NULL|""6"""
"""220216300""|""Sala de 4 años""|""Tarde""|""6"""
"""220216300""|""Sala de 4 años""|NULL|""6"""
"""220216300""|""Sala de 5 años""|""Mañana""|""9"""
"""220216300""|""Sala de 5 años""|NULL|""9"""
"""220216900""|""Sala de 3 años""|""Mañana""|""3"""
"""220216900""|""Sala de 3 años""|NULL|""3"""
"""220216900""|""Sala de 4 años""|""Mañana""|""6"""
"""220216900""|""Sala de 4 años""|NULL|""6"""
"""220216900""|""Sala de 5 años""|""Mañana""|""3"""
"""220216900""|""Sala de 5 años""|NULL|""3"""
"""220217300""|""Sala de 4 años""|""Mañana""|""18"""
"""220217300""|""Sala de 4 años""|NULL|""18"""
"""220217300""|""Sala de 5 años""|""Mañana""|""15"""
"""220217300""|""Sala de 5 años""|""Tarde""|""19"""
"""220217300""|""Sala de 5 años""|NULL|""34"""
"""220217400""|""Sala de 3 años""|""Mañana""|""15"""
"""220217400""|""Sala de 3 años""|NULL|""15"""
"""220217400""|""Sala de 4 años""|""Mañana""|""17"""
"""220217400""|""Sala de 4 años""|NULL|""17"""
"""220217400""|""Sala de 5 años""|""Mañana""|""18"""
"""220217400""|""Sala de 5 años""|NULL|""18"""
"""220217500""|""Sala de 4 años""|""Mañana""|""22"""
"""220217500""|""Sala de 4 años""|""Tarde""|""22"""
"""220217500""|""Sala de 4 años""|NULL|""44"""
"""220217500""|""Sala de 5 años""|""Mañana""|""18"""
"""220217500""|""Sala de 5 años""|""Tarde""|""15"""
"""220217500""|""Sala de 5 años""|NULL|""33"""
"""220217600""|""Sala de 3 años""|""Mañana""|""15"""
"""220217600""|""Sala de 3 años""|NULL|""15"""
"""220217600""|""Sala de 4 años""|""Mañana""|""10"""
"""220217600""|""Sala de 4 años""|""Tarde""|""7"""
"""220217600""|""Sala de 4 años""|NULL|""17"""
"""220217600""|""Sala de 5 años""|""Mañana""|""7"""
"""220217600""|""Sala de 5 años""|""Tarde""|""19"""
"""220217600""|""Sala de 5 años""|NULL|""26"""
"""220217700""|""Sala de 4 años""|""Mañana""|""16"""
"""220217700""|""Sala de 4 años""|""Tarde""|""11"""
"""220217700""|""Sala de 4 años""|NULL|""27"""
"""220217700""|""Sala de 5 años""|""Mañana""|""12"""
"""220217700""|""Sala de 5 años""|""Tarde""|""9"""
"""220217700""|""Sala de 5 años""|NULL|""21"""
"""220217800""|""Sala de 2 años""|""Tarde""|""12"""
"""220217800""|""Sala de 2 años""|NULL|""12"""
"""220217800""|""Sala de 3 años""|""Mañana""|""16"""
"""220217800""|""Sala de 3 años""|NULL|""16"""
"""220217800""|""Sala de 4 años""|""Mañana""|""21"""
"""220217800""|""Sala de 4 años""|""Tarde""|""19"""
"""220217800""|""Sala de 4 años""|NULL|""40"""
"""220217800""|""Sala de 5 años""|""Mañana""|""23"""
"""220217800""|""Sala de 5 años""|""Tarde""|""25"""
"""220217800""|""Sala de 5 años""|NULL|""48"""
"""220217900""|""Sala de 4 años""|""Mañana""|""31"""
"""220217900""|""Sala de 4 años""|""Tarde""|""46"""
"""220217900""|""Sala de 4 años""|NULL|""77"""
"""220217900""|""Sala de 5 años""|""Mañana""|""38"""
"""220217900""|""Sala de 5 años""|""Tarde""|""24"""
"""220217900""|""Sala de 5 años""|NULL|""62"""
"""220217901""|""Sala de 3 años""|""Mañana""|""5"""
"""220217901""|""Sala de 3 años""|NULL|""5"""
"""220217901""|""Sala de 4 años""|""Mañana""|""3"""
"""220217901""|""Sala de 4 años""|NULL|""3"""
"""220217901""|""Sala de 5 años""|""Mañana""|""5"""
"""220217901""|""Sala de 5 años""|NULL|""5"""
"""220217902""|""Sala de 3 años""|""Mañana""|""1"""
"""220217902""|""Sala de 3 años""|NULL|""1"""
"""220217902""|""Sala de 4 años""|""Mañana""|""2"""
"""220217902""|""Sala de 4 años""|NULL|""2"""
"""220217902""|""Sala de 5 años""|""Mañana""|""1"""
"""220217902""|""Sala de 5 años""|NULL|""1"""
"""220217903""|""Sala de 3 años""|""Mañana""|""2"""
"""220217903""|""Sala de 3 años""|NULL|""2"""
"""220217903""|""Sala de 4 años""|""Mañana""|""5"""
"""220217903""|""Sala de 4 años""|NULL|""5"""
"""220217903""|""Sala de 5 años""|""Mañana""|""4"""
"""220217903""|""Sala de 5 años""|NULL|""4"""
"""220218000""|""Sala de 3 años""|""Mañana""|""19"""
"""220218000""|""Sala de 3 años""|""Tarde""|""19"""
"""220218000""|""Sala de 3 años""|NULL|""38"""
"""220218000""|""Sala de 4 años""|""Mañana""|""23"""
"""220218000""|""Sala de 4 años""|""Tarde""|""19"""
"""220218000""|""Sala de 4 años""|NULL|""42"""
"""220218000""|""Sala de 5 años""|""Mañana""|""27"""
"""220218000""|""Sala de 5 años""|""Tarde""|""16"""
"""220218000""|""Sala de 5 años""|NULL|""43"""
"""220218100""|""Sala de 4 años""|""Mañana""|""23"""
"""220218100""|""Sala de 4 años""|""Tarde""|""21"""
"""220218100""|""Sala de 4 años""|NULL|""44"""
"""220218100""|""Sala de 5 años""|""Mañana""|""37"""
"""220218100""|""Sala de 5 años""|""Tarde""|""38"""
"""220218100""|""Sala de 5 años""|NULL|""75"""
"""220218200""|""Sala de 3 años""|""Tarde""|""18"""
"""220218200""|""Sala de 3 años""|NULL|""18"""
"""220218200""|""Sala de 4 años""|""Mañana""|""12"""
"""220218200""|""Sala de 4 años""|""Tarde""|""17"""
"""220218200""|""Sala de 4 años""|NULL|""29"""
"""220218200""|""Sala de 5 años""|""Mañana""|""24"""
"""220218200""|""Sala de 5 años""|NULL|""24"""
"""220218300""|""Sala de 4 años""|""Mañana""|""37"""
"""220218300""|""Sala de 4 años""|""Tarde""|""39"""
"""220218300""|""Sala de 4 años""|NULL|""76"""
"""220218300""|""Sala de 5 años""|""Mañana""|""44"""
"""220218300""|""Sala de 5 años""|""Tarde""|""45"""
"""220218300""|""Sala de 5 años""|NULL|""89"""
"""220218400""|""Sala de 4 años""|""Mañana""|""21"""
"""220218400""|""Sala de 4 años""|""Tarde""|""37"""
"""220218400""|""Sala de 4 años""|NULL|""58"""
"""220218400""|""Sala de 5 años""|""Mañana""|""42"""
"""220218400""|""Sala de 5 años""|""Tarde""|""23"""
"""220218400""|""Sala de 5 años""|NULL|""65"""
"""220219200""|""Sala de 4 años""|""Mañana""|""24"""
"""220219200""|""Sala de 4 años""|NULL|""24"""
"""220219200""|""Sala de 5 años""|""Mañana""|""24"""
"""220219200""|""Sala de 5 años""|NULL|""24"""
"""220219500""|""Sala de 4 años""|""Mañana""|""20"""
"""220219500""|""Sala de 4 años""|""Tarde""|""22"""
"""220219500""|""Sala de 4 años""|NULL|""42"""
"""220219500""|""Sala de 5 años""|""Mañana""|""21"""
"""220219500""|""Sala de 5 años""|""Tarde""|""17"""
"""220219500""|""Sala de 5 años""|NULL|""38"""
"""220219800""|""Deambuladores""|""Mañana""|""6"""
"""220219800""|""Deambuladores""|NULL|""6"""
"""220219800""|""Lactantes""|""Mañana""|""3"""
"""220219800""|""Lactantes""|NULL|""3"""
"""220219800""|""Sala de 2 años""|""Mañana""|""9"""
"""220219800""|""Sala de 2 años""|NULL|""9"""
"""220219800""|""Sala de 3 años""|""Doble""|""11"""
"""220219800""|""Sala de 3 años""|NULL|""11"""
"""220219800""|""Sala de 4 años""|""Doble""|""11"""
"""220219800""|""Sala de 4 años""|NULL|""11"""
"""220219800""|""Sala de 5 años""|""Doble""|""12"""
"""220219800""|""Sala de 5 años""|NULL|""12"""
"""220220400""|""Sala de 3 años""|""Mañana""|""17"""
"""220220400""|""Sala de 3 años""|""Tarde""|""18"""
"""220220400""|""Sala de 3 años""|NULL|""35"""
"""220220400""|""Sala de 4 años""|""Mañana""|""26"""
"""220220400""|""Sala de 4 años""|""Tarde""|""25"""
"""220220400""|""Sala de 4 años""|NULL|""51"""
"""220220400""|""Sala de 5 años""|""Mañana""|""43"""
"""220220400""|""Sala de 5 años""|""Tarde""|""24"""
"""220220400""|""Sala de 5 años""|NULL|""67"""
"""220221000""|""Sala de 4 años""|""Mañana""|""35"""
"""220221000""|""Sala de 4 años""|""Tarde""|""32"""
"""220221000""|""Sala de 4 años""|NULL|""67"""
"""220221000""|""Sala de 5 años""|""Mañana""|""36"""
"""220221000""|""Sala de 5 años""|""Tarde""|""35"""
"""220221000""|""Sala de 5 años""|NULL|""71"""
"""220221100""|""Sala de 2 años""|""Noche""|""5"""
"""220221100""|""Sala de 2 años""|""Tarde""|""11"""
"""220221100""|""Sala de 2 años""|NULL|""16"""
"""220221100""|""Sala de 3 años""|""Noche""|""2"""
"""220221100""|""Sala de 3 años""|""Tarde""|""4"""
"""220221100""|""Sala de 3 años""|NULL|""6"""
"""220221100""|""Sala de 4 años""|""Mañana""|""7"""
"""220221100""|""Sala de 4 años""|""Noche""|""4"""
"""220221100""|""Sala de 4 años""|""Tarde""|""2"""
"""220221100""|""Sala de 4 años""|NULL|""13"""
"""220221100""|""Sala de 5 años""|""Mañana""|""5"""
"""220221100""|""Sala de 5 años""|""Noche""|""14"""
"""220221100""|""Sala de 5 años""|""Tarde""|""10"""
"""220221100""|""Sala de 5 años""|NULL|""29"""
"""220221200""|""Lactantes""|""Noche""|""10"""
"""220221200""|""Lactantes""|NULL|""10"""
"""220221200""|""Sala de 2 años""|""Noche""|""22"""
"""220221200""|""Sala de 2 años""|NULL|""22"""
"""220221200""|""Sala de 3 años""|""Noche""|""13"""
"""220221200""|""Sala de 3 años""|NULL|""13"""
"""220221200""|""Sala de 4 años""|""Noche""|""13"""
"""220221200""|""Sala de 4 años""|NULL|""13"""
"""220221200""|""Sala de 5 años""|""Noche""|""3"""
"""220221200""|""Sala de 5 años""|NULL|""3"""
"""220221300""|""Deambuladores""|""Mañana""|""4"""
"""220221300""|""Deambuladores""|NULL|""4"""
"""220221300""|""Sala de 2 años""|""Tarde""|""19"""
"""220221300""|""Sala de 2 años""|NULL|""19"""
"""220221300""|""Sala de 3 años""|""Mañana""|""20"""
"""220221300""|""Sala de 3 años""|""Tarde""|""21"""
"""220221300""|""Sala de 3 años""|NULL|""41"""
"""220221300""|""Sala de 4 años""|""Mañana""|""20"""
"""220221300""|""Sala de 4 años""|""Tarde""|""20"""
"""220221300""|""Sala de 4 años""|NULL|""40"""
"""220221900""|""Sala de 3 años""|""Mañana""|""25"""
"""220221900""|""Sala de 3 años""|""Tarde""|""16"""
"""220221900""|""Sala de 3 años""|NULL|""41"""
"""220221900""|""Sala de 4 años""|""Mañana""|""29"""
"""220221900""|""Sala de 4 años""|""Tarde""|""32"""
"""220221900""|""Sala de 4 años""|NULL|""61"""
"""220221900""|""Sala de 5 años""|""Mañana""|""30"""
"""220221900""|""Sala de 5 años""|""Tarde""|""28"""
"""220221900""|""Sala de 5 años""|NULL|""58"""
"""220222600""|""Sala de 4 años""|""Mañana""|""26"""
"""220222600""|""Sala de 4 años""|""Tarde""|""22"""
"""220222600""|""Sala de 4 años""|NULL|""48"""
"""220222600""|""Sala de 5 años""|""Mañana""|""18"""
"""220222600""|""Sala de 5 años""|""Tarde""|""17"""
"""220222600""|""Sala de 5 años""|NULL|""35"""
"""220223400""|""Deambuladores""|""Mañana""|""15"""
"""220223400""|""Deambuladores""|""Tarde""|""10"""
"""220223400""|""Deambuladores""|NULL|""25"""
"""220223400""|""Lactantes""|""Mañana""|""3"""
"""220223400""|""Lactantes""|NULL|""3"""
"""220223400""|""Sala de 2 años""|""Mañana""|""20"""
"""220223400""|""Sala de 2 años""|""Tarde""|""12"""
"""220223400""|""Sala de 2 años""|NULL|""32"""
"""220223400""|""Sala de 3 años""|""Mañana""|""21"""
"""220223400""|""Sala de 3 años""|""Tarde""|""13"""
"""220223400""|""Sala de 3 años""|NULL|""34"""
"""220223400""|""Sala de 4 años""|""Mañana""|""17"""
"""220223400""|""Sala de 4 años""|""Tarde""|""3"""
"""220223400""|""Sala de 4 años""|NULL|""20"""
"""220223400""|""Sala de 5 años""|""Mañana""|""21"""
"""220223400""|""Sala de 5 años""|""Tarde""|""3"""
"""220223400""|""Sala de 5 años""|NULL|""24"""
"""220223500""|""Sala de 3 años""|""Mañana""|""24"""
"""220223500""|""Sala de 3 años""|""Tarde""|""20"""
"""220223500""|""Sala de 3 años""|NULL|""44"""
"""220223500""|""Sala de 4 años""|""Mañana""|""25"""
"""220223500""|""Sala de 4 años""|""Tarde""|""22"""
"""220223500""|""Sala de 4 años""|NULL|""47"""
"""220223500""|""Sala de 5 años""|""Mañana""|""25"""
"""220223500""|""Sala de 5 años""|""Tarde""|""24"""
"""220223500""|""Sala de 5 años""|NULL|""49"""
"""220223600""|""Sala de 4 años""|""Tarde""|""43"""
"""220223600""|""Sala de 4 años""|NULL|""43"""
"""220223600""|""Sala de 5 años""|""Mañana""|""52"""
"""220223600""|""Sala de 5 años""|NULL|""52"""
"""220224500""|""Sala de 4 años""|""Mañana""|""22"""
"""220224500""|""Sala de 4 años""|""Tarde""|""36"""
"""220224500""|""Sala de 4 años""|NULL|""58"""
"""220224500""|""Sala de 5 años""|""Mañana""|""44"""
"""220224500""|""Sala de 5 años""|""Tarde""|""34"""
"""220224500""|""Sala de 5 años""|NULL|""78"""
"""220225200""|""Sala de 4 años""|""Mañana""|""21"""
"""220225200""|""Sala de 4 años""|""Tarde""|""42"""
"""220225200""|""Sala de 4 años""|NULL|""63"""
"""220225200""|""Sala de 5 años""|""Mañana""|""42"""
"""220225200""|""Sala de 5 años""|""Tarde""|""21"""
"""220225200""|""Sala de 5 años""|NULL|""63"""
"""220226300""|""Sala de 3 años""|""Mañana""|""17"""
"""220226300""|""Sala de 3 años""|""Tarde""|""15"""
"""220226300""|""Sala de 3 años""|NULL|""32"""
"""220226300""|""Sala de 4 años""|""Mañana""|""24"""
"""220226300""|""Sala de 4 años""|""Tarde""|""24"""
"""220226300""|""Sala de 4 años""|NULL|""48"""
"""220226300""|""Sala de 5 años""|""Mañana""|""26"""
"""220226300""|""Sala de 5 años""|""Tarde""|""24"""
"""220226300""|""Sala de 5 años""|NULL|""50"""
"""220226500""|""Sala de 3 años""|""Mañana""|""7"""
"""220226500""|""Sala de 3 años""|NULL|""7"""
"""220226500""|""Sala de 4 años""|""Mañana""|""34"""
"""220226500""|""Sala de 4 años""|""Tarde""|""35"""
"""220226500""|""Sala de 4 años""|NULL|""69"""
"""220226500""|""Sala de 5 años""|""Mañana""|""30"""
"""220226500""|""Sala de 5 años""|""Tarde""|""24"""
"""220226500""|""Sala de 5 años""|NULL|""54"""
"""220226700""|""Sala de 3 años""|""Mañana""|""3"""
"""220226700""|""Sala de 3 años""|NULL|""3"""
"""220226700""|""Sala de 4 años""|""Mañana""|""2"""
"""220226700""|""Sala de 4 años""|NULL|""2"""
"""220226700""|""Sala de 5 años""|""Mañana""|""1"""
"""220226700""|""Sala de 5 años""|NULL|""1"""
"""220228000""|""Deambuladores""|""Mañana""|""10"""
"""220228000""|""Deambuladores""|""Tarde""|""3"""
"""220228000""|""Deambuladores""|NULL|""13"""
"""220228000""|""Lactantes""|""Mañana""|""1"""
"""220228000""|""Lactantes""|NULL|""1"""
"""220228000""|""Sala de 2 años""|""Mañana""|""22"""
"""220228000""|""Sala de 2 años""|""Tarde""|""13"""
"""220228000""|""Sala de 2 años""|NULL|""35"""
"""220228000""|""Sala de 3 años""|""Mañana""|""21"""
"""220228000""|""Sala de 3 años""|""Tarde""|""19"""
"""220228000""|""Sala de 3 años""|NULL|""40"""
"""220228000""|""Sala de 4 años""|""Mañana""|""39"""
"""220228000""|""Sala de 4 años""|""Tarde""|""16"""
"""220228000""|""Sala de 4 años""|NULL|""55"""
"""220228000""|""Sala de 5 años""|""Mañana""|""45"""
"""220228000""|""Sala de 5 años""|""Tarde""|""12"""
"""220228000""|""Sala de 5 años""|NULL|""57"""
"""220228400""|""Sala de 4 años""|""Mañana""|""30"""
"""220228400""|""Sala de 4 años""|""Tarde""|""28"""
"""220228400""|""Sala de 4 años""|NULL|""58"""
"""220228400""|""Sala de 5 años""|""Mañana""|""34"""
"""220228400""|""Sala de 5 años""|""Tarde""|""34"""
"""220228400""|""Sala de 5 años""|NULL|""68"""
"""220228500""|""Sala de 4 años""|""Mañana""|""26"""
"""220228500""|""Sala de 4 años""|""Tarde""|""24"""
"""220228500""|""Sala de 4 años""|NULL|""50"""
"""220228500""|""Sala de 5 años""|""Mañana""|""25"""
"""220228500""|""Sala de 5 años""|""Tarde""|""25"""
"""220228500""|""Sala de 5 años""|NULL|""50"""
"""220228800""|""Sala de 4 años""|""Mañana""|""35"""
"""220228800""|""Sala de 4 años""|""Tarde""|""18"""
"""220228800""|""Sala de 4 años""|NULL|""53"""
"""220228800""|""Sala de 5 años""|""Mañana""|""18"""
"""220228800""|""Sala de 5 años""|""Tarde""|""38"""
"""220228800""|""Sala de 5 años""|NULL|""56"""
"""220229200""|""Deambuladores""|""Doble""|""13"""
"""220229200""|""Deambuladores""|NULL|""13"""
"""220229200""|""Lactantes""|""Doble""|""6"""
"""220229200""|""Lactantes""|NULL|""6"""
"""220229200""|""Sala de 2 años""|""Doble""|""24"""
"""220229200""|""Sala de 2 años""|NULL|""24"""
"""220229200""|""Sala de 3 años""|""Doble""|""23"""
"""220229200""|""Sala de 3 años""|NULL|""23"""
"""220229200""|""Sala de 4 años""|""Doble""|""20"""
"""220229200""|""Sala de 4 años""|NULL|""20"""
"""220229200""|""Sala de 5 años""|""Doble""|""15"""
"""220229200""|""Sala de 5 años""|NULL|""15"""
"""220229300""|""Sala de 3 años""|""Mañana""|""20"""
"""220229300""|""Sala de 3 años""|NULL|""20"""
"""220229300""|""Sala de 4 años""|""Mañana""|""24"""
"""220229300""|""Sala de 4 años""|""Tarde""|""45"""
"""220229300""|""Sala de 4 años""|NULL|""69"""
"""220229300""|""Sala de 5 años""|""Mañana""|""24"""
"""220229300""|""Sala de 5 años""|""Tarde""|""24"""
"""220229300""|""Sala de 5 años""|NULL|""48"""
"""220229400""|""Sala de 3 años""|""Mañana""|""4"""
"""220229400""|""Sala de 3 años""|NULL|""4"""
"""220229400""|""Sala de 4 años""|""Tarde""|""4"""
"""220229400""|""Sala de 4 años""|NULL|""4"""
"""220229700""|""Sala de 3 años""|""Tarde""|""21"""
"""220229700""|""Sala de 3 años""|NULL|""21"""
"""220229700""|""Sala de 4 años""|""Mañana""|""42"""
"""220229700""|""Sala de 4 años""|""Tarde""|""24"""
"""220229700""|""Sala de 4 años""|NULL|""66"""
"""220229700""|""Sala de 5 años""|""Mañana""|""29"""
"""220229700""|""Sala de 5 años""|""Tarde""|""25"""
"""220229700""|""Sala de 5 años""|NULL|""54"""
"""220230100""|""Deambuladores""|""Mañana""|""10"""
"""220230100""|""Deambuladores""|""Tarde""|""12"""
"""220230100""|""Deambuladores""|NULL|""22"""
"""220230100""|""Sala de 2 años""|""Mañana""|""18"""
"""220230100""|""Sala de 2 años""|""Tarde""|""16"""
"""220230100""|""Sala de 2 años""|NULL|""34"""
"""220230100""|""Sala de 3 años""|""Mañana""|""26"""
"""220230100""|""Sala de 3 años""|""Tarde""|""22"""
"""220230100""|""Sala de 3 años""|NULL|""48"""
"""220230100""|""Sala de 4 años""|""Mañana""|""23"""
"""220230100""|""Sala de 4 años""|""Tarde""|""16"""
"""220230100""|""Sala de 4 años""|NULL|""39"""
"""220230100""|""Sala de 5 años""|""Mañana""|""20"""
"""220230100""|""Sala de 5 años""|""Tarde""|""12"""
"""220230100""|""Sala de 5 años""|NULL|""32"""
"""220230900""|""Sala de 4 años""|""Tarde""|""31"""
"""220230900""|""Sala de 4 años""|NULL|""31"""
"""220230900""|""Sala de 5 años""|""Mañana""|""46"""
"""220230900""|""Sala de 5 años""|NULL|""46"""
"""220231000""|""Sala de 4 años""|""Mañana""|""26"""
"""220231000""|""Sala de 4 años""|""Tarde""|""24"""
"""220231000""|""Sala de 4 años""|NULL|""50"""
"""220231000""|""Sala de 5 años""|""Mañana""|""26"""
"""220231000""|""Sala de 5 años""|""Tarde""|""26"""
"""220231000""|""Sala de 5 años""|NULL|""52"""
"""220231200""|""Sala de 4 años""|""Mañana""|""23"""
"""220231200""|""Sala de 4 años""|""Tarde""|""23"""
"""220231200""|""Sala de 4 años""|NULL|""46"""
"""220231200""|""Sala de 5 años""|""Mañana""|""25"""
"""220231200""|""Sala de 5 años""|""Tarde""|""22"""
"""220231200""|""Sala de 5 años""|NULL|""47"""
"""220231300""|""Sala de 4 años""|""Mañana""|""33"""
"""220231300""|""Sala de 4 años""|NULL|""33"""
"""220231300""|""Sala de 5 años""|""Mañana""|""46"""
"""220231300""|""Sala de 5 años""|NULL|""46"""
"""220232100""|""Sala de 4 años""|""Tarde""|""81"""
"""220232100""|""Sala de 4 años""|NULL|""81"""
"""220232100""|""Sala de 5 años""|""Mañana""|""87"""
"""220232100""|""Sala de 5 años""|NULL|""87"""
"""220232200""|""Sala de 4 años""|""Mañana""|""23"""
"""220232200""|""Sala de 4 años""|""Tarde""|""25"""
"""220232200""|""Sala de 4 años""|NULL|""48"""
"""220232200""|""Sala de 5 años""|""Mañana""|""41"""
"""220232200""|""Sala de 5 años""|""Tarde""|""45"""
"""220232200""|""Sala de 5 años""|NULL|""86"""
"""220232800""|""Sala de 3 años""|""Mañana""|""29"""
"""220232800""|""Sala de 3 años""|""Tarde""|""15"""
"""220232800""|""Sala de 3 años""|NULL|""44"""
"""220232800""|""Sala de 4 años""|""Mañana""|""44"""
"""220232800""|""Sala de 4 años""|""Tarde""|""18"""
"""220232800""|""Sala de 4 años""|NULL|""62"""
"""220232800""|""Sala de 5 años""|""Mañana""|""50"""
"""220232800""|""Sala de 5 años""|""Tarde""|""24"""
"""220232800""|""Sala de 5 años""|NULL|""74"""
"""220233100""|""Sala de 3 años""|""Tarde""|""14"""
"""220233100""|""Sala de 3 años""|NULL|""14"""
"""220233100""|""Sala de 4 años""|""Mañana""|""20"""
"""220233100""|""Sala de 4 años""|""Tarde""|""22"""
"""220233100""|""Sala de 4 años""|NULL|""42"""
"""220233100""|""Sala de 5 años""|""Mañana""|""38"""
"""220233100""|""Sala de 5 años""|""Tarde""|""22"""
"""220233100""|""Sala de 5 años""|NULL|""60"""
"""220233400""|""Deambuladores""|""Mañana""|""14"""
"""220233400""|""Deambuladores""|NULL|""14"""
"""220233400""|""Sala de 2 años""|""Mañana""|""8"""
"""220233400""|""Sala de 2 años""|""Tarde""|""9"""
"""220233400""|""Sala de 2 años""|NULL|""17"""
"""220233400""|""Sala de 3 años""|""Mañana""|""9"""
"""220233400""|""Sala de 3 años""|""Tarde""|""3"""
"""220233400""|""Sala de 3 años""|NULL|""12"""
"""220233400""|""Sala de 4 años""|""Mañana""|""10"""
"""220233400""|""Sala de 4 años""|NULL|""10"""
"""220233500""|""Deambuladores""|""Mañana""|""4"""
"""220233500""|""Deambuladores""|""Tarde""|""9"""
"""220233500""|""Deambuladores""|NULL|""13"""
"""220233500""|""Lactantes""|""Mañana""|""1"""
"""220233500""|""Lactantes""|""Tarde""|""1"""
"""220233500""|""Lactantes""|NULL|""2"""
"""220233500""|""Sala de 2 años""|""Mañana""|""11"""
"""220233500""|""Sala de 2 años""|""Tarde""|""8"""
"""220233500""|""Sala de 2 años""|NULL|""19"""
"""220233500""|""Sala de 3 años""|""Mañana""|""8"""
"""220233500""|""Sala de 3 años""|""Tarde""|""6"""
"""220233500""|""Sala de 3 años""|NULL|""14"""
"""220233500""|""Sala de 4 años""|""Mañana""|""1"""
"""220233500""|""Sala de 4 años""|""Tarde""|""4"""
"""220233500""|""Sala de 4 años""|NULL|""5"""
"""220234100""|""Sala de 2 años""|""Tarde""|""2"""
"""220234100""|""Sala de 2 años""|NULL|""2"""
"""220234100""|""Sala de 3 años""|""Tarde""|""16"""
"""220234100""|""Sala de 3 años""|NULL|""16"""
"""220234100""|""Sala de 4 años""|""Mañana""|""33"""
"""220234100""|""Sala de 4 años""|""Tarde""|""27"""
"""220234100""|""Sala de 4 años""|NULL|""60"""
"""220234100""|""Sala de 5 años""|""Mañana""|""36"""
"""220234100""|""Sala de 5 años""|""Tarde""|""41"""
"""220234100""|""Sala de 5 años""|NULL|""77"""
"""220234101""|""Sala de 3 años""|""Tarde""|""8"""
"""220234101""|""Sala de 3 años""|NULL|""8"""
"""220234101""|""Sala de 4 años""|""Mañana""|""13"""
"""220234101""|""Sala de 4 años""|""Tarde""|""9"""
"""220234101""|""Sala de 4 años""|NULL|""22"""
"""220234101""|""Sala de 5 años""|""Mañana""|""8"""
"""220234101""|""Sala de 5 años""|NULL|""8"""
"""220235100""|""Deambuladores""|""Mañana""|""15"""
"""220235100""|""Deambuladores""|""Noche""|""7"""
"""220235100""|""Deambuladores""|""Tarde""|""10"""
"""220235100""|""Deambuladores""|NULL|""32"""
"""220235100""|""Sala de 2 años""|""Mañana""|""18"""
"""220235100""|""Sala de 2 años""|""Tarde""|""16"""
"""220235100""|""Sala de 2 años""|NULL|""34"""
"""220235100""|""Sala de 3 años""|""Mañana""|""33"""
"""220235100""|""Sala de 3 años""|""Noche""|""16"""
"""220235100""|""Sala de 3 años""|""Tarde""|""32"""
"""220235100""|""Sala de 3 años""|NULL|""81"""
"""220235100""|""Sala de 4 años""|""Mañana""|""33"""
"""220235100""|""Sala de 4 años""|""Tarde""|""35"""
"""220235100""|""Sala de 4 años""|NULL|""68"""
"""220235100""|""Sala de 5 años""|""Mañana""|""38"""
"""220235100""|""Sala de 5 años""|""Noche""|""15"""
"""220235100""|""Sala de 5 años""|""Tarde""|""36"""
"""220235100""|""Sala de 5 años""|NULL|""89"""
"""220235804""|""Sala de 4 años""|""Mañana""|""21"""
"""220235804""|""Sala de 4 años""|NULL|""21"""
"""220235804""|""Sala de 5 años""|""Mañana""|""21"""
"""220235804""|""Sala de 5 años""|NULL|""21"""
"""220235806""|""Sala de 4 años""|""Mañana""|""13"""
"""220235806""|""Sala de 4 años""|NULL|""13"""
"""220235806""|""Sala de 5 años""|""Mañana""|""15"""
"""220235806""|""Sala de 5 años""|NULL|""15"""
"""220236300""|""Deambuladores""|""Mañana""|""9"""
"""220236300""|""Deambuladores""|""Noche""|""2"""
"""220236300""|""Deambuladores""|NULL|""11"""
"""220236300""|""Lactantes""|""Mañana""|""6"""
"""220236300""|""Lactantes""|""Noche""|""1"""
"""220236300""|""Lactantes""|NULL|""7"""
"""220236300""|""Sala de 2 años""|""Mañana""|""12"""
"""220236300""|""Sala de 2 años""|""Noche""|""5"""
"""220236300""|""Sala de 2 años""|NULL|""17"""
"""220236300""|""Sala de 3 años""|""Mañana""|""25"""
"""220236300""|""Sala de 3 años""|""Noche""|""8"""
"""220236300""|""Sala de 3 años""|NULL|""33"""
"""220236300""|""Sala de 4 años""|""Mañana""|""23"""
"""220236300""|""Sala de 4 años""|""Noche""|""5"""
