"codigo"|"calles"|"long"|"lat"|"empresa"|"orden"|"distan_paradas"|"lineas"|"Unnamed: 8"
"C01295"|"JAURECHE Y AV. MARCONI"|"-59.014730000000000"|"-27.45186"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"11"|"160.0"|"Línea 3 B "|""
"C01296"|"AV. MARCONI Y ALVAREZ JONTE"|"-59.017380000000003"|"-27.44901"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"12"|"425.0"|"Línea 3 B "|""
"C01297"|"CARLOS TEJEDOR Y ALVAREZ THOMAS"|"-59.014380000000003"|"-27.44755"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"13"|"401.0"|"Línea 3 B "|""
"C01298"|"FRAY ROSSI Y CARLOS GARDEL"|"-59.012189999999997"|"-27.44994"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"14"|"391.0"|"Línea 3 B "|""
"C01299"|"CARLOS GARDEL Y PADRE CERQUEIRA"|"-59.008550000000000"|"-27.45316"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"15"|"508.0"|"Línea 3 B "|""
"C01300"|"CARLOS GARDEL Y AV. HERNANDARIAS"|"-59.005910000000000"|"-27.45551"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"16"|"370.0"|"Línea 3 B "|""
"C01301"|"CARLOS GARDEL Y AV. BELGRANO"|"-59.003120000000003"|"-27.45797"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"17"|"388.0"|"Línea 3 B "|""
"C01302"|"AV. BELGRANO Y SALTA"|"-58.993440000000000"|"-27.44982"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"20"|"491.0"|"Línea 3 B "|""
"C01303"|"MONTEAGUDO Y Sargento Cabral"|"-58.973219999999998"|"-27.44874"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"29"|"272.0"|"Línea 3 B "|""
"C01304"|"MONTEAGUDO Y ASUNCION"|"-58.968969999999999"|"-27.44493"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"30"|"597.0"|"Línea 3 B "|""
"C01305"|"MONTEAGUDO Y POLICIAS DEL TERRITORIO"|"-58.966470000000001"|"-27.44271"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"31"|"350.0"|"Línea 3 B "|""
"C01309"|"AV. SARMIENTO Y FELDMAN"|"-58.973100000000002"|"-27.43883"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"7"|"229.0"|"Línea 3 C "|""
"C01310"|"AV. SARMIENTO 1000"|"-58.977040000000002"|"-27.44236"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"9"|"173.0"|"Línea 3 C "|""
"C01312"|"AV. ITALIA Y LESTANI"|"-58.973269999999999"|"-27.44689"|"Línea 3 B Barrio Los Troncos - Barrio Vial VUELTA"|"5"|"243.0"|"Línea 3 B "|""
"C01313"|"AV. ITALIA Y CORDOBA"|"-58.976019999999998"|"-27.44928"|"Línea 3 B Barrio Los Troncos - Barrio Vial VUELTA"|"7"|"137.0"|"Línea 3 B "|""
"C01315"|"CARLOS GARDEL Y HERNANDARIAS"|"-59.005420000000001"|"-27.45569"|"Línea 3 B Barrio Los Troncos - Barrio Vial VUELTA"|"19"|"363.0"|"Línea 3 B "|""
"C01316"|"CARLOS GARDEL Y PADRE CERQUEIRA"|"-59.008200000000002"|"-27.45318"|"Línea 3 B Barrio Los Troncos - Barrio Vial VUELTA"|"20"|"391.0"|"Línea 3 B "|""
"C01317"|"CARLOS GARDEL Y FRAY ROSSI"|"-59.011850000000003"|"-27.44998"|"Línea 3 B Barrio Los Troncos - Barrio Vial VUELTA"|"21"|"507.0"|"Línea 3 B "|""
"C01319"|"JAURECHE Y MANUEL ALBERTI"|"-59.015050000000002"|"-27.45232"|"Línea 3 B Barrio Los Troncos - Barrio Vial VUELTA"|"25"|"516.0"|"Línea 3 B "|""
"C01322"|"AV. ISLAS MALVINAS Y FRAY BERTACA"|"-59.025820000000003"|"-27.45434"|"Línea 3 A Barrio Vial - Shopping Sarmiento IDA"|"4"|"503.0"|"Línea 3 A "|""
"C01323"|"ISAIAS Y BRASILIA"|"-59.029499999999999"|"-27.45429"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"44"|"291.0"|"Línea 8 D "|""
"C01324"|"ISAIAS Y QUITO"|"-59.032080000000001"|"-27.45658"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"45"|"360.0"|"Línea 8 D "|""
"C01325"|"PANAMA Y RUTA 11"|"-59.034750000000003"|"-27.45711"|""|""|""|"#¡VALOR!"|""
"C01328"|"AV. SARMIENTO Y DR. REGGIARDO"|"-58.976709999999997"|"-27.44261"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"29"|"325.0"|"Línea 3 C "|""
"C01329"|"AV. SARMIENTO Y GABARDINI"|"-58.973030000000001"|"-27.43932"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"30"|"516.0"|"Línea 3 C "|""
"C01330"|"AV. SARMIENTO Y GONZALEZ MONTANER"|"-58.969650000000001"|"-27.43626"|"Línea 3 A Barrio Vial - Shopping Sarmiento IDA"|"40"|"477.0"|"Línea 3 A "|""
"C01331"|"AV. SARMIENTO Y COMBATE VUELTA DE OBLIGADO"|"-58.965110000000003"|"-27.43217"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"31"|"1116.0"|"Línea 3 C "|""
"C01332"|"AV. SARMIENTO Y COLECTORA RUTA 16"|"-58.957749999999997"|"-27.42318"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"32"|"1263.0"|"Línea 3 C "|""
"C01333"|"COLECTORA R16 - CLINICA SAN GABRIEL"|"-58.951439999999998"|"-27.42388"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"33"|"685.0"|"Línea 3 C "|""
"C01334"|"COLECTORA R16 - CLUB VIALIDAD"|"-58.946790000000000"|"-27.42574"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"34"|"504.0"|"Línea 3 C "|""
"C01335"|"COLECTORA R16 Y PADRE DISTORTO"|"-58.941040000000001"|"-27.42802"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"35"|"620.0"|"Línea 3 C "|""
"C01338"|"COLECTORA R16 Y AV. SARMIENTO"|"-58.956859999999999"|"-27.42263"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"2"|"1779.0"|"Línea 3 C "|""
"C01339"|"AV. SARMIENTO Y COMBATE VUELTA DE OBLIGADO"|"-58.965089999999996"|"-27.43161"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"3"|"1361.0"|"Línea 3 C "|""
"C01340"|"AV. SARMIENTO Y BOGLIETTI"|"-58.969709999999999"|"-27.43583"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"5"|"239.0"|"Línea 3 C "|""
"C01341"|"AV. SARMIENTO Y CATAMARCA"|"-58.980449999999998"|"-27.44544"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"11"|"147.0"|"Línea 3 C "|""
"C01342"|"AV. SARMIENTO Y CORRIENTES"|"-58.983930000000001"|"-27.44859"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"13"|"252.0"|"Línea 3 C "|""
"C01343"|"ISAIAS Y USHUAIA"|"-59.034860000000002"|"-27.45904"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"46"|"388.0"|"Línea 8 D "|""
"C01346"|"AV. MARCONI Y CANGALLO"|"-59.006729999999997"|"-27.4585"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"11"|"369.0"|"Línea 106 B "|""
"C01348"|"AV. MARCONI Y PADRE SENA"|"-59.011409999999998"|"-27.45437"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"51"|"131.0"|"Línea 101 "|""
"C07000"|"AV. GÜEMES 1200"|"-59.034080000000003"|"-27.42804"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"2"|"480.0"|"Línea 111 "|""
"C07001"|"AV. GÜEMES Y AV. ALVEAR"|"-59.030619999999999"|"-27.42496"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"3"|"485.0"|"Línea 111 "|""
"C07002"|"AV. GÜEMES 400"|"-59.027619999999999"|"-27.42229"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"4"|"419.0"|"Línea 111 "|""
"C07003"|"AV. SARMIENTO Y ECUADOR"|"-58.975760000000001"|"-27.44129"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"8"|"380.0"|"Línea 3 C "|""
"C07004"|"AV. SARMIENTO Y ALICE LE SAIGE"|"-58.975920000000002"|"-27.44182"|"Línea 3 A Barrio Vial - Shopping Sarmiento IDA"|"38"|"126.0"|"Línea 3 A "|""
"C07005"|"AV. 25 DE MAYO 4200"|"-59.025640000000003"|"-27.41656"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"13"|"221.0"|"Línea 111 "|""
"C07006"|"AV. 25 DE MAYO 3800"|"-59.021819999999998"|"-27.42001"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"14"|"538.0"|"Línea 111 "|""
"C07250"|"AV MAIPÚ Y GABOTO"|"-58.910119999999999"|"-27.46772"|"Línea 206 Barranqueras – Resistencia VUELTA"|"3"|"0.0"|"Línea 206 "|""
"C06001"|"AV. ALVEAR Y DONOVAN"|"-58.997259999999997"|"-27.45445"|"Línea 8 B Barberan - Barrio UOM  IDA"|"16"|"371.0"|"Línea 8 B "|""
"C07007"|"AV. 25 DE MAYO 3400"|"-59.018250000000002"|"-27.42317"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"16"|"348.0"|"Línea 111 "|""
"C07251"|"AV SAN MARTIN Y SAN LUIS"|"-58.927590000000002"|"-27.47499"|"Línea 206 Barranqueras – Resistencia VUELTA"|"10"|"239.0"|"Línea 206 "|""
"C06002"|"JUAN B. JUSTO Y LISANDRO DE LA TORRE"|"-58.977760000000004"|"-27.46063"|"Línea 8 D  Asentamiento 29 de Agosto - Barrio UOM IDA"|"28"|"245.0"|"Línea 8 D "|""
"C06003"|"JUAN B JUSTO Y DUVIVIER"|"-58.975160000000002"|"-27.46293"|"Línea 8 D  Asentamiento 29 de Agosto - Barrio UOM IDA"|"29"|"363.0"|"Línea 8 D "|""
"C07252"|"AV 25 DE MAYO Y LINIERS"|"-58.989570000000001"|"-27.44817"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"40"|"104.0"|"Línea 9 B "|""
"C07253"|"RUTA 11 Y RENE SOTELO (FRENTE A BARRIO TOBA)"|"-59.009720000000002"|"-27.4278"|"Línea 206 Barranqueras – Resistencia VUELTA"|"42"|"609.0"|"Línea 206 "|""
"C07254"|"RUTA 11 KM 1006 (FRENTE A OCA)"|"-59.007320000000000"|"-27.42107"|"Línea 206 Barranqueras – Resistencia VUELTA"|"43"|"812.0"|"Línea 206 "|""
"C07255"|"RUTA 11 Y LAVALLE"|"-59.005870000000002"|"-27.41965"|"Línea 206 Barranqueras – Resistencia VUELTA"|"44"|"217.0"|"Línea 206 "|""
"C07256"|"RUTA 11 Y RUTA 16 (FRENTE A EXPRESO DEMONTE)"|"-59.003189999999996"|"-27.41522"|"Línea 206 Barranqueras – Resistencia VUELTA"|"45"|"558.0"|"Línea 206 "|""
"C07257"|"RUTA 11 Y RUTA 16"|"-59.001579999999997"|"-27.41164"|"Línea 206 Barranqueras – Resistencia VUELTA"|"46"|"507.0"|"Línea 206 "|""
"C07258"|"RUTA 11 KM 1008"|"-58.998989999999999"|"-27.40368"|"Línea 206 Barranqueras – Resistencia VUELTA"|"48"|"241.0"|"Línea 206 "|""
"C07259"|"RUTA 11 Y SANTA SILVINA"|"-58.997740000000000"|"-27.40064"|"Línea 206 Resistencia - Barranqueras IDA"|"1"|"0.0"|"Línea 206 "|""
"C07260"|"SANTA SILVINA Y MACHAGAI"|"-58.994329999999998"|"-27.40158"|"Línea 12 B Parque Autódromo - Barrio Don Bosco IDA"|"4"|"273.0"|"Línea 12 B "|""
"C06750"|"PUERTO  VELAZ Y MARGARITA BELEN"|"-58.990519999999997"|"-27.39947"|"Línea 12 A Rotonda Villa Monona (Barranqueras) - Barrio Don Santiago VUELTA"|"32"|"362.0"|"Línea 12 A "|""
"C06751"|"MACHAGAI Y VILLA ANGELA"|"-58.993389999999998"|"-27.39927"|"Línea 12 B Parque Autódromo - Barrio Don Bosco IDA"|"3"|"210.0"|"Línea 12 B "|""
"C06752"|"SANTA SILVINA Y RUTA 11"|"-58.997390000000003"|"-27.40049"|"Línea 12 B Barrio Don Bosco - Parque Autódromo VUELTA"|"31"|"337.0"|"Línea 12 B "|""
"C06753"|"RUTA 11 Y JUAN M. FANGIO"|"-58.999459999999999"|"-27.40314"|"Línea 206 Resistencia - Barranqueras IDA"|"2"|"0.0"|"Línea 206 "|""
"C06754"|"RUTA 11 Y LOS CRISANTEMOS"|"-59.000390000000003"|"-27.40562"|"Línea 206 Resistencia - Barranqueras IDA"|"3"|"0.0"|"Línea 206 "|""
"C06755"|"RUTA 11 (JUDICIAL)"|"-59.001240000000003"|"-27.4087"|"Línea 206 Resistencia - Barranqueras IDA"|"4"|"0.0"|"Línea 206 "|""
"C06756"|"RUTA 11 KM. 1007 (FRENTE A MERCOREP)"|"-59.003929999999997"|"-27.4147"|"Línea 206 Resistencia - Barranqueras IDA"|"6"|"0.0"|"Línea 206 "|""
"C07008"|"EMILIO ROMAN E HIPOLITO IRIGOYEN"|"-58.963230000000003"|"-27.4703"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"39"|"255.0"|"Línea 111 "|""
"C07009"|"EMILIO ROMAN Y AV. PARAGUAY"|"-58.959930000000000"|"-27.46732"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"40"|"465.0"|"Línea 111 "|""
"C07010"|"vIUDA DE ROSS 800"|"-58.956989999999998"|"-27.46454"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"41"|"582.0"|"Línea 111 "|""
"C07011"|"VIUDA DE ROSS Y AV. LEONARDI"|"-58.952170000000002"|"-27.46323"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"42"|"552.0"|"Línea 111 "|""
"C06757"|"RUTA 11 Y GERARDO VARELA (SUPERMERCADO CHEEK)"|"-59.005710000000001"|"-27.41822"|"Línea 206 Resistencia - Barranqueras IDA"|"7"|"0.0"|"Línea 206 "|""
"C06758"|"RUTA 11 Y CATAMARCA (FRENOS BONDONI)"|"-59.010140000000000"|"-27.42574"|"Línea 206 Resistencia - Barranqueras IDA"|"8"|"0.0"|"Línea 206 "|""
"C06759"|"RUTA 11 1006 ( FRENTE A MAXICONSUMO)"|"-59.010640000000002"|"-27.42838"|"Línea 206 Resistencia - Barranqueras IDA"|"9"|"0.0"|"Línea 206 "|""
"C06760"|"AV. 25 DE MAYO (VIALIDAD PROVINCIAL)"|"-59.009670000000000"|"-27.43221"|"Línea 12 B Parque Autódromo - Barrio Don Bosco IDA"|"16"|"480.0"|"Línea 12 B "|""
"C07266"|"RUTA 11 Y LOS CRISANTEMOS"|"-58.999760000000002"|"-27.40574"|"Línea 206 Barranqueras – Resistencia VUELTA"|"47"|"685.0"|"Línea 206 "|""
"C07267"|"RUTA 11 Y RUTA 16"|"-59.002160000000003"|"-27.41115"|"Línea 206 Resistencia - Barranqueras IDA"|"5"|"293.0"|"Línea 206 "|""
"C06761"|"A. D'AMBRA Y  ARISTOBULO DEL VALLE"|"-58.954900000000002"|"-27.4773"|"Línea 12 A Barrio Don Santiago - Rotonda Villa Monona (Barranqueras) IDA"|"34"|"506.0"|"Línea 12 A "|""
"C06762"|"ILDEFONSO PEREZ Y C. ROSSI"|"-58.951230000000002"|"-27.47529"|"Línea 12 A Barrio Don Santiago - Rotonda Villa Monona (Barranqueras) IDA"|"35"|"495.0"|"Línea 12 A "|""
"C06763"|"TORDO Y PARAISO"|"-58.949460000000002"|"-27.47679"|""|""|""|"#¡VALOR!"|""
"C06764"|"PARAISO Y AV. LONARDI"|"-58.946919999999999"|"-27.47479"|""|""|""|"#¡VALOR!"|""
"C06765"|"AV. LONARDI Y AV. FARIAS"|"-58.943820000000002"|"-27.47654"|""|""|""|"#¡VALOR!"|""
"C06766"|"AV. FARIAS Y TORCAZA"|"-58.945970000000003"|"-27.47857"|""|""|""|"#¡VALOR!"|""
"C06767"|"AV. FARIAS Y CALANDRIA"|"-58.948279999999997"|"-27.48073"|""|""|""|"#¡VALOR!"|""
"C06768"|"AV. FARIAS Y 9 DE JULIO"|"-58.950449999999996"|"-27.48268"|"Línea 12 A Barrio Don Santiago - Rotonda Villa Monona (Barranqueras) IDA"|"36"|"1191.0"|"Línea 12 A "|""
"C06769"|"AV. 9 DE JULIO Y AV. AGRIMENSOR SEELTRANG"|"-58.957580000000000"|"-27.47655"|"Línea 206 Barranqueras – Resistencia VUELTA"|"21"|"249.0"|"Línea 206 "|""
"C07012"|"AV. LEONARDI Y AV. AGRIMENSOR SEEISTRANG"|"-58.949069999999999"|"-27.46868"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"6"|"196.0"|"Línea 111 "|""
"C06004"|"AV. CHACO Y OBLIGADO"|"-58.974800000000002"|"-27.4661"|"Línea 8 D  Asentamiento 29 de Agosto - Barrio UOM IDA"|"31"|"250.0"|"Línea 8 D "|""
"C07013"|"AV. AGRIMENSOR SEEISTRANG Y ROSA GUARÚ"|"-58.947679999999998"|"-27.46743"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"5"|"340.0"|"Línea 111 "|""
"C06005"|"AV. CHACO Y CERVANTES"|"-58.978140000000003"|"-27.46912"|"Línea 8 D  Asentamiento 29 de Agosto - Barrio UOM IDA"|"32"|"471.0"|"Línea 8 D "|""
"C07014"|"ROSA GUARÚ  Y VICTORIA OCAMPO"|"-58.947569999999999"|"-27.46503"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"4"|"221.0"|"Línea 111 "|""
"C07015"|"MOREAU DE JUSTO Y ALFONSINA STORNI"|"-58.948720000000002"|"-27.46282"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"45"|"179.0"|"Línea 111 "|""
"C06770"|"AV. 9 DE JULIO Y NICOLAS ROJAS ACOSTA"|"-58.975589999999997"|"-27.46065"|"Línea 12 B Barrio Don Bosco - Parque Autódromo VUELTA"|"6"|"507.0"|"Línea 12 B "|""
"C07016"|"ALFONSINA STORNI Y EVA PERON"|"-58.948869999999999"|"-27.46397"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"3"|"160.0"|"Línea 111 "|""
"C06006"|"AV. CHACO Y MIRANDA GUIDO"|"-58.981110000000001"|"-27.47164"|"Línea 8 D  Asentamiento 29 de Agosto - Barrio UOM IDA"|"33"|"406.0"|"Línea 8 D "|""
"C07017"|"EVA PERON Y AV. LONARDI"|"-58.949869999999997"|"-27.4652"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"43"|"343.0"|"Línea 111 "|""
"C07018"|"AV. LEONARDI 2700"|"-58.951129999999999"|"-27.46389"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"7"|"605.0"|"Línea 111 "|""
"C07019"|"AV. LEONARDI Y VIUDA DE ROSS"|"-58.952069999999999"|"-27.46304"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"8"|"132.0"|"Línea 111 "|""
"C07020"|"VIUDA DE ROSS 1000"|"-58.955410000000001"|"-27.46423"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"9"|"382.0"|"Línea 111 "|""
"C07021"|"VIUDA DE ROSS 600"|"-58.959420000000001"|"-27.46515"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"10"|"418.0"|"Línea 111 "|""
"C07022"|"VIUDA DE ROSS Y AYACUCHO"|"-58.961449999999999"|"-27.467"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"11"|"287.0"|"Línea 111 "|""
"C07023"|"VIUDA DE ROSS Y AV. 9 DE JULIO"|"-58.964860000000002"|"-27.47005"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"12"|"479.0"|"Línea 111 "|""
"C07024"|"AV. 9 DE JULIO Y AV. N. ROJAS ACOSTA"|"-58.975499999999997"|"-27.46067"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"15"|"499.0"|"Línea 111 "|""
"C06007"|"AV. CHACO Y AV. LOPÉZ PIACENTINI"|"-58.983860000000000"|"-27.47413"|"Línea 8 D  Asentamiento 29 de Agosto - Barrio UOM IDA"|"34"|"388.0"|"Línea 8 D "|""
"C07025"|"AV. 25 DE MAYO Y RUTA 11"|"-59.011240000000001"|"-27.42895"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"28"|"612.0"|"Línea 111 "|""
"C07026"|"AV. 25 DE MAYO 3400"|"-59.017800000000001"|"-27.42315"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"30"|"630.0"|"Línea 111 "|""
"C06772"|"25 DE MAYO ( FRENTE DE VIALIDAD PROVINCIAL)"|"-59.009189999999997"|"-27.43214"|"Línea 12 B Barrio Don Bosco - Parque Autódromo VUELTA"|"19"|"0.0"|"Línea 12 B "|""
"C04009"|"AV CASTELLI Y CALLE 31"|"-58.959510000000002"|"-27.48753"|"Línea  207 Barranqueras - Fontana IDA"|"18"|"288.0"|"Línea  207 "|""
"C07027"|"AV. 25 DE MAYO 4650"|"-59.029290000000003"|"-27.41294"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"8"|"809.0"|"Línea 111 "|""
"C07028"|"SANTA FE 4650"|"-59.027380000000001"|"-27.41147"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"10"|"0.0"|"Línea 111 "|""
"C07029"|"SANTA FE 4400"|"-59.025440000000003"|"-27.41344"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"11"|"0.0"|"Línea 111 "|""
"C06773"|"RUTA 11 KM. 1008 (FRENTE CENTRO SALUD DE V. CRISTO REY)"|"-58.999989999999997"|"-27.40724"|"Línea 12 B Barrio Don Bosco - Parque Autódromo VUELTA"|"25"|"542.0"|"Línea 12 B "|""
"C07271"|"AV SAN MARTIN Y LESTANI"|"-58.934019999999997"|"-27.4811"|"Línea 206 Resistencia - Barranqueras IDA"|"33"|"791.0"|"Línea 206 "|""
"C06774"|"RUTA 11 Y LOS CRISANTEMOS"|"-58.999679999999998"|"-27.40595"|"Línea 12 B Barrio Don Bosco - Parque Autódromo VUELTA"|"26"|"181.0"|"Línea 12 B "|""
"C07272"|"AV SAN MARTIN Y SAN LUIS"|"-58.927410000000002"|"-27.47516"|"Línea 206 Resistencia - Barranqueras IDA"|"34"|"929.0"|"Línea 206 "|""
"C06775"|"RUTA 11 Y ANTONIO MARTINA"|"-58.998269999999998"|"-27.40263"|"Línea 206 Barranqueras – Resistencia VUELTA"|"49"|"134.0"|"Línea 206 "|""
"C06776"|"RUTA 11 Y  SANTA SILVINA"|"-58.997560000000000"|"-27.40078"|"Línea 206 Barranqueras – Resistencia VUELTA"|"50"|"218.0"|"Línea 206 "|""
"C06777"|"SANTA SILVINA Y  MACHAGAY"|"-58.994399999999999"|"-27.40168"|"Línea 12 A Rotonda Villa Monona (Barranqueras) - Barrio Don Santiago VUELTA"|"30"|"328.0"|"Línea 12 A "|""
"C07030"|"AV. GÜEMES 400"|"-59.027580000000000"|"-27.42203"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"44"|"91.0"|"Línea 111 "|""
"C06778"|"MACHAGAI Y VILLA ANGELA"|"-58.993389999999998"|"-27.39936"|"Línea 12 A Rotonda Villa Monona (Barranqueras) - Barrio Don Santiago VUELTA"|"31"|"273.0"|"Línea 12 A "|""
"C07031"|"AV. GÜEMES 800"|"-59.030439999999999"|"-27.4246"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"45"|"403.0"|"Línea 111 "|""
"C06779"|"MACHAGAI Y SAUZALITO"|"-58.992710000000002"|"-27.39771"|""|""|""|"#¡VALOR!"|""
"C07032"|"AV. GÜEMES 1200"|"-59.034070000000000"|"-27.42784"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"46"|"508.0"|"Línea 111 "|""
"C07033"|"AV. GÜEMES Y AV. MARCONI"|"-59.037640000000003"|"-27.43104"|"Línea 111 Barrio Mujeres Argentinas - Cementerio de Fontana VUELTA"|"47"|"502.0"|"Línea 111 "|""
"C07034"|"AV. MARCONI Y AV. GÜEMES"|"-59.037480000000002"|"-27.43113"|"Línea 111 Cementerio Fontana - Barrio Mujeres Argentinas IDA"|"1"|"0.0"|"Línea 111 "|""
"C06008"|"AV. URQUIZA Y FORTÍN AGUILAR"|"-58.983469999999997"|"-27.48696"|"Línea 8 A Barrio Valussi Victor - Asentamiento 29 de Agosto VUELTA"|"2"|"382.0"|"Línea 8 A "|""
"C06009"|"AV. URQUIZA Y AV. EDISON"|"-58.979219999999998"|"-27.48323"|"Línea 8 A Barrio Valussi Victor - Asentamiento 29 de Agosto VUELTA"|"4"|"329.0"|"Línea 8 A "|""
"C06010"|"AV. URQUIZA Y TOLEDO"|"-58.976619999999997"|"-27.48084"|"Línea 8 A Barrio Valussi Victor - Asentamiento 29 de Agosto VUELTA"|"5"|"370.0"|"Línea 8 A "|""
"C06011"|"AV. URQUIZA Y CARLOS BOGGIO"|"-58.973779999999998"|"-27.47827"|"Línea 8 A Barrio Valussi Victor - Asentamiento 29 de Agosto VUELTA"|"6"|"401.0"|"Línea 8 A "|""
"C06012"|"AV. CASTELLI E ING. SCHURS"|"-58.972799999999999"|"-27.47583"|"Línea 8 C Barrio UOM - Asentamiento 29 de Agosto  VUELTA"|"12"|"583.0"|"Línea 8 C "|""
"C06013"|"AV. CASTELLI Y GOITIA"|"-58.975369999999998"|"-27.47352"|"Línea 8 C Barrio UOM - Asentamiento 29 de Agosto  VUELTA"|"13"|"361.0"|"Línea 8 C "|""
"C06014"|"AV. CASTELLI E ING. LUIS FOUSSAL"|"-58.978529999999999"|"-27.47073"|"Línea 8 C Barrio UOM - Asentamiento 29 de Agosto  VUELTA"|"14"|"440.0"|"Línea 8 C "|""
"C06780"|"JUAN MANUEL Y CAMPO LARGO"|"-58.999530000000000"|"-27.39683"|"Línea 12 B Parque Autódromo - Barrio Don Bosco IDA"|"1"|"0.0"|"Línea 12 B "|""
"C06781"|"JUAN MANUEL BORDEAU Y ANTONIA MARTINA"|"-59.002130000000001"|"-27.39905"|""|""|""|"#¡VALOR!"|""
"C06015"|"AV. CHACO Y FRANKLIN"|"-58.977249999999998"|"-27.46852"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"12"|"527.0"|"Línea 8 D "|""
"C06782"|"ANOTNIO MARTINA Y RUTA 11"|"-58.999079999999999"|"-27.40202"|""|""|""|"#¡VALOR!"|""
"C06016"|"AV. CHACO Y OBLIGADO"|"-58.974789999999999"|"-27.46628"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"13"|"349.0"|"Línea 8 D "|""
