"codigo"|"calles"|"long"|"lat"|"empresa"|"orden"|"distan_paradas"|"lineas"|"Unnamed: 8"
"C00001"|"Tatu Carreta y Pje Laguna del Desierto"|"-59.047020000000003"|"-27.45544"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"54"|"168.0"|"Línea 2 C "|""
"C00002"|"Pje Laguna del Desierto y Tapir"|"-59.048499999999997"|"-27.45652"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"2"|"0.0"|"Línea 2 C "|""
"C00003"|"Tapir y Laguna del Desierto"|"-59.048180000000002"|"-27.4571"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"3"|"78.0"|"Línea 2 C "|""
"C00004"|"Laguna del Desierto y Tatu Carreta"|"-59.046680000000002"|"-27.45599"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"4"|"198.0"|"Línea 2 C "|""
"C00005"|"Tatu Carreta y Villa Carlos Paz"|"-59.045189999999998"|"-27.45726"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"5"|"221.0"|"Línea 2 C "|""
"C00006"|"Tatu Carreta e Isla del Cerrito"|"-59.042650000000002"|"-27.45954"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"6"|"357.0"|"Línea 2 A "|""
"C00007"|"Tatu Carreta y Republica de Israel"|"-59.040849999999999"|"-27.46112"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"7"|"250.0"|"Línea 2 A "|""
"C00008"|"Juan de la Cruz Navarro 1"|"-59.054879999999997"|"-27.47424"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"43"|"2657.0"|"Línea 2 A "|""
"C00011"|"Colectora Victorio Pereyra y Ushuaia"|"-59.036149999999999"|"-27.45822"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"9"|"4607.0"|"Línea 2 A "|""
"C00012"|"Ushuaia e Isaias"|"-59.034920000000000"|"-27.45929"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"1"|"0.0"|"Línea 3 C "|""
"C00013"|"Ushuaia y Fotheringam"|"-59.032460000000000"|"-27.46142"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"2"|"340.0"|"Línea 3 C "|""
"C00014"|"USHUAIA"|"-59.030999999999999"|"-27.46271"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"3"|"203.0"|"Línea 3 C "|""
"C00016"|"AV. MAC LEAN Y MONTEVIDEO"|"-59.024909999999998"|"-27.46008"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"5"|"639.0"|"Línea 3 C "|""
"C00017"|"AV. MAC LEAN Y AV. BOGOTA"|"-59.023110000000003"|"-27.45841"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"6"|"258.0"|"Línea 3 C "|""
"C00018"|"AV. MAC LEAN Y 2 DE ABRIL"|"-59.021009999999997"|"-27.45659"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"16"|"290.0"|"Línea 2 A "|""
"C00019"|"AV. MAC LEAN Y LUIS VERNET"|"-59.019730000000003"|"-27.4554"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"7"|"205.0"|"Línea 3 B "|""
"C00020"|"AV. MAC LEAN Y DOMINGO MATHEU"|"-59.016910000000003"|"-27.45294"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"18"|"391.0"|"Línea 2 A "|""
"C00021"|"AV. MAC LEAN Y AV. MARCONI"|"-59.015200000000000"|"-27.45139"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"19"|"241.0"|"Línea 2 A "|""
"C00022"|"AV. MAC LEAN Y MARCOS PAZ"|"-59.014020000000002"|"-27.45031"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"20"|"168.0"|"Línea 2 A "|""
"C00023"|"AV. MAC LEAN Y CARLOS GARDEL"|"-59.012860000000003"|"-27.44932"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"21"|"159.0"|"Línea 2 A "|""
"C00024"|"AV. MAC LEAN Y LA PAMPA"|"-59.011780000000002"|"-27.44833"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"22"|"153.0"|"Línea 2 A "|""
"C00025"|"AV. MAC LEAN Y MOLINA"|"-59.009610000000002"|"-27.44635"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"23"|"307.0"|"Línea 2 A "|""
"C00026"|"AV. MAC LEAN Y AV. ALVEAR"|"-59.008009999999999"|"-27.44496"|"Línea 8 D  Asentamiento 29 de Agosto - Barrio UOM IDA"|"13"|"300.0"|"Línea 8 D "|""
"C00027"|"AV. ALVEAR Y FRAY CAPELLI"|"-59.006410000000002"|"-27.44632"|"Línea 8 B Barberan - Barrio UOM  IDA"|"13"|"367.0"|"Línea 8 B "|""
"C00028"|"AV. ALVEAR Y PADRE SENA"|"-59.004669999999997"|"-27.44795"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"26"|"250.0"|"Línea 2 A "|""
"C00029"|"AV. ALVEAR Y PIO XII"|"-59.002690000000001"|"-27.4497"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"27"|"276.0"|"Línea 2 A "|""
"C00030"|"AV. ALVEAR Y SAN ROQUE"|"-59.001820000000002"|"-27.45045"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"28"|"120.0"|"Línea 2 A "|""
"C00031"|"AV. ALVEAR Y CANGALLO"|"-58.999920000000003"|"-27.4521"|"Línea 8 B Barberan - Barrio UOM  IDA"|"15"|"520.0"|"Línea 8 B "|""
"C00032"|"AV. ALVEAR Y AV. BELGRANO"|"-58.998240000000003"|"-27.4536"|"Línea 3 A Shopping Sarmiento - Barrio Vial VUELTA"|"31"|"286.0"|"Línea 3 A "|""
"C00033"|"AV. ALVEAR Y NECOCHEA"|"-58.996409999999997"|"-27.45523"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"31"|"256.0"|"Línea 2 A "|""
"C00034"|"AV. ALVEAR Y SANTA MARIA DE ORO"|"-58.994680000000002"|"-27.45674"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"32"|"239.0"|"Línea 2 A "|""
"C00035"|"AV. CASTELLI Y FRONDIZI"|"-58.992880000000000"|"-27.45833"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"33"|"251.0"|"Línea 2 A "|""
"C00036"|"ROQUE SAENZ PEÑA Y CERVANTES"|"-58.990009999999998"|"-27.45908"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"34"|"385.0"|"Línea 2 A "|""
"C00037"|"ROQUE SAENZ PEÑA Y AMEGHINO"|"-58.987420000000000"|"-27.45672"|"Línea 2 A Barrio Carpincho Macho - Villa Prosperidad IDA"|"35"|"367.0"|"Línea 2 A "|""
"C00038"|"ROQUE SAENZ PEÑA Y J.B. JUSTO"|"-58.984830000000002"|"-27.45441"|"Línea 3 C Barrio Vial - Barrio Monte Alto IDA"|"23"|"254.0"|"Línea 3 C "|""
"C00039"|"AV. 9 DE JULIO Y COLON"|"-58.983260000000001"|"-27.45425"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"44"|"236.0"|"Línea 2 C "|""
"C00040"|"AV. 9 DE JULIO Y SAN LORENZO"|"-58.980690000000003"|"-27.45661"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"45"|"365.0"|"Línea 2 C "|""
"C00041"|"AV. 9 DE JULIO 850"|"-58.979210000000002"|"-27.45783"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"46"|"199.0"|"Línea 2 C "|""
"C00042"|"AV. 9 DE JULIO Y LISANDRO DE LA TORRE"|"-58.976909999999997"|"-27.45984"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"47"|"319.0"|"Línea 2 C "|""
"C00043"|"AV. N. R. ACOSTA 30"|"-58.975310000000000"|"-27.46047"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"48"|"200.0"|"Línea 2 C "|""
"C00044"|"AV. N. R. ACOSTA Y BROWN"|"-58.974040000000002"|"-27.45929"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"49"|"182.0"|"Línea 2 C "|""
"C00045"|"AV. N. R. ACOSTA Y AYACUCHO"|"-58.972320000000003"|"-27.45772"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"50"|"243.0"|"Línea 2 C "|""
"C00046"|"AV N. R. ACOSTA Y SAAVEDRA"|"-58.970570000000002"|"-27.45602"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"51"|"257.0"|"Línea 2 C "|""
"C00047"|"AV. N. R. ACOSTA Y AV. LAPRIDA"|"-58.968660000000000"|"-27.45437"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"52"|"263.0"|"Línea 2 C "|""
"C00048"|"AV. N. R. ACOSTA Y JUAN RAMON LESTANI"|"-58.966970000000003"|"-27.45279"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"53"|"242.0"|"Línea 2 C "|""
"C00049"|"AV. N. R. ACOSTA Y ALICE LE SAIGE"|"-58.965290000000003"|"-27.45125"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"54"|"239.0"|"Línea 2 C "|""
"C00050"|"ALICE LE SAIGE Y RAMON VAZQUEZ"|"-58.964320000000001"|"-27.45187"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"1"|"0.0"|"Línea 2 C "|""
"C00054"|"AV. N. R. ACOSTA Y LEON ZORRILLA"|"-58.964570000000002"|"-27.45053"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"55"|"111.0"|"Línea 2 C "|""
"C00055"|"ALICE LE SAIGE Y AV. N. R. ACOSTA"|"-58.965159999999997"|"-27.45118"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"2"|"113.0"|"Línea 2 C "|""
"C00056"|"AV. N. R. ACOSTA Y SGTO CABRAL"|"-58.967869999999998"|"-27.45323"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"3"|"363.0"|"Línea 2 C "|""
"C00057"|"AV. N. R. ACOSTA Y CORDOBA"|"-58.969769999999997"|"-27.45495"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"4"|"268.0"|"Línea 2 C "|""
"C00058"|"AV. N. R. ACOSTA"|"-58.971440000000001"|"-27.45648"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"5"|"237.0"|"Línea 2 C "|""
"C00059"|"AV. N. R. ACOSTA Y AYACUCHO"|"-58.972389999999997"|"-27.45735"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"6"|"135.0"|"Línea 2 C "|""
"C00060"|"AV. N. R. ACOSTA Y AV. 9 DE JULIO"|"-58.975749999999998"|"-27.4603"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"7"|"467.0"|"Línea 2 C "|""
"C00061"|"AV. 9 DE JULIO Y VELEZ SARSFIELD"|"-58.979100000000003"|"-27.45751"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"8"|"494.0"|"Línea 2 C "|""
"C00062"|"AV. 9 DE JULIO Y JOSE HERNANDEZ"|"-58.980200000000004"|"-27.45656"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"9"|"152.0"|"Línea 2 C "|""
"C00063"|"AV. 9 DE JULIO Y AV. ITALIA"|"-58.981859999999998"|"-27.45502"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"10"|"237.0"|"Línea 2 C "|""
"C00064"|"AV. 9 DE JULIO Y LOPEZ Y PLANES"|"-58.983620000000002"|"-27.4535"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"38"|"45.0"|"Línea 9 A "|""
"C00065"|"LOPEZ Y PLANES Y BROWN"|"-58.982170000000004"|"-27.45199"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"34"|"265.0"|"Línea 9 B "|""
"C00066"|"DON BOSCO Y PELLEGRINI"|"-58.982019999999999"|"-27.45042"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"35"|"238.0"|"Línea 9 B "|""
"C00067"|"DON BOSCO Y AV. SARMIENTO"|"-58.983739999999997"|"-27.44886"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"36"|"243.0"|"Línea 9 B "|""
"C00068"|"CORRIENTES Y PUEYRREDON"|"-58.985480000000003"|"-27.44727"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"37"|"247.0"|"Línea 9 B "|""
"C00069"|"REMEDIOS DE ESCALDA Y SANTA FE"|"-58.987330000000000"|"-27.4471"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"38"|"240.0"|"Línea 9 B "|""
"C00070"|"REMEDIOS DE ESCALADA Y AV. 25 DE MAYO"|"-58.989030000000000"|"-27.44859"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"39"|"236.0"|"Línea 9 B "|""
"C00071"|"NECOCHEA Y J. D. PERON"|"-58.990839999999999"|"-27.45029"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"24"|"496.0"|"Línea 8 D "|""
"C00072"|"NECOCHEA Y SANTIAGO DEL ESTERO"|"-58.992559999999997"|"-27.45179"|"Línea 8 C Barrio UOM - Asentamiento 29 de Agosto  VUELTA"|"28"|"238.0"|"Línea 8 C "|""
"C00073"|"NECOCHEA Y JUJUY"|"-58.994360000000000"|"-27.45338"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"20"|"251.0"|"Línea 2 A "|""
"C00074"|"JUJUY Y AV. BELGRANO"|"-58.995899999999999"|"-27.45202"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"21"|"239.0"|"Línea 2 A "|""
"C00075"|"JUJUY Y CANGALLO"|"-58.997709999999998"|"-27.4504"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"22"|"254.0"|"Línea 2 A "|""
"C00076"|"JUJUY Y SAN ROQUE"|"-58.999630000000003"|"-27.44874"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"23"|"265.0"|"Línea 2 A "|""
"C00077"|"JUJUY Y PADRE CERQUEIRA"|"-59.001420000000003"|"-27.44708"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"24"|"255.0"|"Línea 2 A "|""
"C00078"|"JUJUY Y MISIONERO KLEIN"|"-59.003290000000000"|"-27.44547"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"25"|"258.0"|"Línea 2 A "|""
"C00079"|"JUJUY Y FRAY ROSSI"|"-59.005049999999997"|"-27.44392"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"26"|"245.0"|"Línea 2 A "|""
"C00080"|"AV. MAC LEAN Y MENDOZA"|"-59.007089999999998"|"-27.44364"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"27"|"264.0"|"Línea 2 A "|""
"C00081"|"AV. MAC LEAN 850"|"-59.009239999999998"|"-27.44557"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"28"|"302.0"|"Línea 2 A "|""
"C00082"|"AV. MAC LEAN Y AZOPARDO"|"-59.011850000000003"|"-27.4479"|"Línea 8 C Barrio UOM - Asentamiento 29 de Agosto  VUELTA"|"37"|"233.0"|"Línea 8 C "|""
"C00083"|"AV. MAC LEAN Y CARLOS TEJEDOR"|"-59.012670000000000"|"-27.44873"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"31"|"122.0"|"Línea 2 A "|""
"C00084"|"AV. MAC LEAN Y AV. MARCONI"|"-59.015169999999998"|"-27.4509"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"32"|"346.0"|"Línea 2 A "|""
"C00085"|"AV. MAC LEAN Y BELEN"|"-59.017899999999997"|"-27.45341"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"33"|"388.0"|"Línea 2 A "|""
"C00086"|"AV. MAC LEAN Y CUBELLS"|"-59.019640000000003"|"-27.45494"|"Línea 3 B Barrio Los Troncos - Barrio Vial VUELTA"|"28"|"202.0"|"Línea 3 B "|""
"C00087"|"AV. MAC LEAN 2400 (Terminal de Omnibus)"|"-59.022390000000001"|"-27.45737"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"35"|"383.0"|"Línea 2 A "|""
"C00088"|"AV. MAC LEAN Y AV. BOGOTA"|"-59.023000000000003"|"-27.45811"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"34"|"109.0"|"Línea 3 C "|""
"C00089"|"AV. MAC LEAN 2700 (y Montevideo)"|"-59.024870000000000"|"-27.45981"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"35"|"265.0"|"Línea 3 C "|""
"C00090"|"AV. MAC LEAN Y USHUAIA"|"-59.029400000000003"|"-27.46386"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"36"|"635.0"|"Línea 3 C "|""
"C00091"|"USHUAIA"|"-59.030679999999997"|"-27.46265"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"37"|"196.0"|"Línea 3 C "|""
"C00092"|"USHUAIA Y ZACARIAS"|"-59.032119999999999"|"-27.46139"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"38"|"199.0"|"Línea 3 C "|""
"C00093"|"USHUAIA E ISAIAS"|"-59.034680000000002"|"-27.45919"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"39"|"352.0"|"Línea 3 C "|""
"C00094"|"USHUAIA Y COLECTORA VICTORIO PEREYRA"|"-59.035910000000001"|"-27.45808"|"Línea 8 C Asentamiento 29 de Agosto - Barrio UOM IDA"|"1"|"0.0"|"Línea 8 C "|""
"C00095"|"TATU CARRETA E ISLA DEL CERRITO"|"-59.042369999999998"|"-27.45957"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"44"|"4413.0"|"Línea 2 A "|""
"C00096"|"TATU CARRETA Y SIERRAS DE CORDOBA"|"-59.044110000000003"|"-27.45805"|"Línea 2 A Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"45"|"241.0"|"Línea 2 A "|""
"C00097"|"TATU CARRETA Y CATARATAS DEL IGUAZU"|"-59.045839999999998"|"-27.45652"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"53"|"224.0"|"Línea 2 C "|""
"C00098"|"MARTIN LESTANI E ISLA DEL CERRITO"|"-59.034550000000003"|"-27.45272"|"Línea 2 B Barrio Carpincho Macho - Villa Prosperidad IDA"|"13"|"10.0"|"Línea 2 B "|""
"C00099"|"MARTIN LESTANI Y SIERRAS DE CORDOBA"|"-59.036290000000001"|"-27.45121"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"13"|"240.0"|"Línea 2 C "|""
"C00100"|"MARTIN LESTANI Y CATARATAS DEL IGUAZU"|"-59.038049999999998"|"-27.4497"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"14"|"241.0"|"Línea 2 C "|""
"C00101"|"CATARATAS DEL IGUAZU Y DE LAS CASAS"|"-59.037350000000004"|"-27.44903"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"15"|"123.0"|"Línea 2 C "|""
"C00102"|"CATARATAS DEL IGUAZU Y AV. ISLAS MALVINAS"|"-59.034880000000001"|"-27.44657"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"18"|"138.0"|"Línea 2 C "|""
"C00103"|"AV. ISLAS MALVINAS Y SIERRAS DE CORDOBA"|"-59.033220000000000"|"-27.44808"|"Línea 2 B Barrio Carpincho Macho - Villa Prosperidad IDA"|"20"|"235.0"|"Línea 2 B "|""
"C00104"|"AV. ISLAS MALVINAS Y COLECTORA REP. DE ISRAEL"|"-59.029750000000000"|"-27.45113"|"Línea 2 B Barrio Carpincho Macho - Villa Prosperidad IDA"|"22"|"237.0"|"Línea 2 B "|""
"C00105"|"AV. ISLAS MALVINAS E ISLA DEL CERRITO"|"-59.031399999999998"|"-27.44959"|"Línea 2 B Barrio Carpincho Macho - Villa Prosperidad IDA"|"21"|"246.0"|"Línea 2 B "|""
"C00106"|"COLECTORA VICTORIO PEREYRA Y JERICO"|"-59.023699999999998"|"-27.44706"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"25"|"317.0"|"Línea 2 C "|""
"C00107"|"COLECTORA VICTORIO PEREYRA Y FALUCHO"|"-59.022810000000000"|"-27.44626"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"26"|"125.0"|"Línea 2 C "|""
"C00108"|"COLECTORA VICTORIO PEREYRA Y TRES CARABELAS"|"-59.018839999999997"|"-27.44269"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"27"|"558.0"|"Línea 2 C "|""
"C00109"|"COLECTORA VICTORIO PEREYRA Y AV. ALVEAR"|"-59.014740000000003"|"-27.43904"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"28"|"574.0"|"Línea 2 C "|""
"C00110"|"AV. 25 DE MAYO Y J. A. ROCA"|"-59.007190000000001"|"-27.43449"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"29"|"1621.0"|"Línea 2 C "|""
"C00111"|"AV. 25 DE MAYO Y BRIGNOLE"|"-59.005769999999998"|"-27.43479"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"30"|"142.0"|"Línea 2 C "|""
"C00112"|"AV. 25 DE MAYO Y FOTHERINGAM"|"-59.003729999999997"|"-27.43605"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"31"|"252.0"|"Línea 2 C "|""
"C00113"|"AV. 25 DE MAYO Y MANSILLA"|"-59.002850000000002"|"-27.43679"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"32"|"119.0"|"Línea 2 C "|""
"C00114"|"AV. 25 DE MAYO Y FRAY ROSSI"|"-59.000169999999997"|"-27.43916"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"33"|"374.0"|"Línea 2 C "|""
"C00115"|"AV. 25 DE MAYO Y MISIONERO KLEIN"|"-58.998379999999997"|"-27.44078"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"34"|"253.0"|"Línea 2 C "|""
"C00116"|"AV. 25 DE MAYO Y PIO XII"|"-58.995590000000000"|"-27.44322"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"35"|"387.0"|"Línea 2 C "|""
"C00117"|"AV. 25 DE MAYO"|"-58.992880000000000"|"-27.44576"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"36"|"389.0"|"Línea 2 C "|""
"C00118"|"AV. 25 DE MAYO Y AV. BELGRANO"|"-58.991210000000002"|"-27.44723"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"37"|"232.0"|"Línea 2 C "|""
"C00119"|"NECOCHEA 50"|"-58.989660000000001"|"-27.44916"|"Línea 5 C Villa Luisa - Barrio UOM VUELTA"|"21"|"198.0"|"Línea 5 C "|""
"C00120"|"SALTA Y VEDIA"|"-58.991010000000003"|"-27.45189"|"Línea 9 B Hipermercado Libertad - Villa Don Andrés VUELTA"|"42"|"353.0"|"Línea 9 B "|""
"C00121"|"SALTA Y AV. ALBERDI"|"-58.989319999999999"|"-27.4534"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"25"|"474.0"|"Línea 8 D "|""
"C00122"|"OBLIGADO Y JOSE MARIA PAZ"|"-58.987459999999999"|"-27.45505"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"31"|"312.0"|"Línea 9 B "|""
"C00123"|"ROQUE SAENZ PEÑA Y AV. 9 DE JULIO"|"-58.984050000000003"|"-27.45369"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"33"|"0.0"|"Línea 9 B "|""
"C00124"|"AV. SARMIENTO Y AV. PARAGUAY"|"-58.982230000000001"|"-27.44753"|"Línea 5 C Barrio UOM - Villa Luisa IDA"|"40"|"224.0"|"Línea 5 C "|""
"C00125"|"AV. SARMIENTO Y CORDOBA"|"-58.980370000000001"|"-27.44582"|"Línea 5 A Barrio UOM - Villa Luisa IDA"|"41"|"265.0"|"Línea 5 A "|""
"C00126"|"AV. SARMIENTO 820"|"-58.979070000000000"|"-27.44465"|"Línea 5 A Barrio UOM - Villa Luisa IDA"|"42"|"183.0"|"Línea 5 A "|""
"C00127"|"AV. SARMIENTO Y J. R. LESTANI"|"-58.977609999999999"|"-27.44336"|"Línea 3 A Shopping Sarmiento - Barrio Vial VUELTA"|"14"|"372.0"|"Línea 3 A "|""
"C00128"|"J. R. LESTANI Y PELLEGRINI"|"-58.975999999999999"|"-27.44472"|"Línea 3 A Shopping Sarmiento - Barrio Vial VUELTA"|"15"|"219.0"|"Línea 3 A "|""
"C00129"|"J. R. LESTANI Y AV. ITALIA"|"-58.973469999999999"|"-27.447"|"Línea 3 A Shopping Sarmiento - Barrio Vial VUELTA"|"16"|"357.0"|"Línea 3 A "|""
"C00130"|"J. R. LESTANI Y MONTEAGUDO"|"-58.972569999999997"|"-27.44788"|"Línea 2 B Barrio Carpincho Macho - Villa Prosperidad IDA"|"52"|"132.0"|"Línea 2 B "|""
"C00131"|"JOSE HERNANDEZ Y SGTO. CABRAL"|"-58.972360000000002"|"-27.44927"|"Línea 2 B Barrio Carpincho Macho - Villa Prosperidad IDA"|"53"|"239.0"|"Línea 2 B "|""
"C00132"|"AV. LAPRIDA Y AV. VELEZ SARSFIELD"|"-58.972760000000001"|"-27.45108"|"Línea 2 B Barrio Carpincho Macho - Villa Prosperidad IDA"|"54"|"263.0"|"Línea 2 B "|""
"C00133"|"AV. LAPRIDA Y PADRE DISTORTO"|"-58.969679999999997"|"-27.45338"|"Línea 2 B Barrio Carpincho Macho - Villa Prosperidad IDA"|"55"|"408.0"|"Línea 2 B "|""
"C00134"|"DONOVAN Y SALTA"|"-58.992620000000002"|"-27.45051"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"20"|"245.0"|"Línea 2 C "|""
"C00135"|"DONOVAN Y JULIO A ROCA"|"-58.990920000000003"|"-27.44903"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"21"|"235.0"|"Línea 2 C "|""
"C00136"|"AV. 25 DE MAYO 550"|"-58.991560000000000"|"-27.44648"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"41"|"272.0"|"Línea 9 B "|""
"C00137"|"AV. 25 DE MAYO Y FORMOSA"|"-58.992449999999998"|"-27.44571"|"Línea 206 Barranqueras – Resistencia VUELTA"|"35"|"238.0"|"Línea 206 "|""
"C00138"|"AV. 25 DE MAYO Y SAN BUENAVENTURA DEL MONTE ALTO"|"-58.994320000000002"|"-27.44402"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"23"|"386.0"|"Línea 2 C "|""
